"","sub","item","cond","seq","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD"
"2666",30,7,3,56,618,5858493,5858497,5858498,1,5,"SFIX",5858539,-41,-33
"2667",30,8,1,57,618,5876306,5876309,5876311,2,5,"SFIX",5876342,-31,-23
"2668",30,90,2,58,618,5885102,5885105,5885107,2,5,"SFIX",5885128,-21,-13
"2669",30,12,2,59,618,5899370,5899416,5899417,1,47,"SFIX",5899538,-121,-113
"2670",30,67,3,60,618,6129386,6129391,6129396,5,10,"SFIX",6129420,-24,-16
"2671",30,10,3,61,618,6154811,6154815,6154816,1,5,"SFIX",6154851,-35,-27
"2672",30,2,1,62,618,6167886,6167889,6167896,7,10,"SFIX",6167921,-25,-17
"2673",30,57,2,63,618,6177753,6177756,6177758,2,5,"SFIX",6177797,-39,-31
"2674",30,6,2,64,618,6188078,6188081,6188082,1,4,"SFIX",6188124,-42,-34
"2675",30,30,2,65,618,6197712,6197715,6197717,2,5,"SFIX",6197749,-32,-24
"2676",30,59,1,66,618,6241919,6241921,6241923,2,4,"SFIX",6241965,-42,-34
"2677",30,39,2,67,618,6256196,6256199,6256201,2,5,"SFIX",6256225,-24,-16
"2678",30,32,1,68,618,6281241,6281249,6281250,1,9,"SFIX",6281384,-134,-126
"2679",30,16,3,69,618,6290197,6290201,6290202,1,5,"SFIX",6290236,-34,-26
"2680",30,14,1,70,618,6299430,6299433,6299439,6,9,"SFIX",6299456,-17,-9
"2681",30,29,1,71,618,6306740,6306744,6306745,1,5,"SFIX",6306774,-29,-21
"2682",30,61,3,72,618,6316122,6316132,6316133,1,11,"SFIX",6316304,-171,-163
"2683",30,74,1,73,618,6341100,6341104,6341105,1,5,"SFIX",6341149,-44,-36
"2684",30,55,3,74,618,6349945,6349949,6349950,1,5,"SFIX",6349978,-28,-20
"2685",30,69,2,75,618,6374353,6374357,6374358,1,5,"SFIX",6374375,-17,-9
"2686",30,11,1,76,618,6395450,6395454,6395455,1,5,"SFIX",6395490,-35,-27
"2687",30,66,2,77,618,6403720,6403723,6403725,2,5,"SFIX",6403739,-14,-6
"2688",30,34,3,78,618,6410253,6410265,6410266,1,13,"SFIX",6410286,-20,-12
"2689",30,3,2,79,618,6438933,6438937,6438938,1,5,"SFIX",6438968,-30,-22
"2690",30,77,1,80,618,6447071,6447075,6447078,3,7,"SFIX",6447103,-25,-17
"2691",30,1,3,81,618,6460376,6460380,6460383,3,7,"SFIX",6460401,-18,-10
"2692",30,89,1,82,618,6486384,6486387,6486392,5,8,"SFIX",6486418,-26,-18
"2693",30,68,1,83,618,6492373,6492381,6492382,1,9,"SFIX",6492515,-133,-125
"2694",30,31,3,84,618,6503198,6503218,6503220,2,22,"SFIX",6503246,-26,-18
"2695",30,56,1,85,618,6514491,6514498,6514499,1,8,"SFIX",6514664,-165,-157
"2696",30,13,3,86,618,6531522,6531526,6531527,1,5,"SFIX",6531553,-26,-18
"2697",30,82,3,87,618,6560163,6560171,6560173,2,10,"SFIX",6560331,-158,-150
"2698",30,21,2,88,618,6570489,6570493,6570494,1,5,"SFIX",6570518,-24,-16
"2699",30,85,3,89,618,6578722,6578726,6578730,4,8,"SFIX",6578735,-5,3
"2700",30,80,1,90,618,6594568,6594572,6594575,3,7,"SFIX",6594593,-18,-10
"2701",31,52,1,1,618,7911600,7911612,7911614,2,14,"SFIX",7911738,-124,-116
"2702",31,58,1,2,618,7927466,7927469,7927471,2,5,"SFIX",7927490,-19,-11
"2703",31,38,2,3,618,7955453,7955463,7955465,2,12,"SFIX",7955625,-160,-152
"2704",31,67,1,4,618,7978245,7978295,7978296,1,51,"SFIX",7978306,-10,-2
"2705",31,6,3,5,618,7992377,7992381,7992381,0,4,"SFIX",7992395,-14,-6
"2706",31,73,1,6,618,8020222,8020226,8020227,1,5,"SFIX",8020243,-16,-8
"2707",31,82,1,7,618,8034294,8034298,8034299,1,5,"SFIX",8034331,-32,-24
"2708",31,4,1,8,618,8060345,8060349,8060350,1,5,"SFIX",8060359,-9,-1
"2709",31,65,2,9,618,8068173,8068176,8068178,2,5,"SFIX",8068204,-26,-18
"2710",31,59,2,10,618,8076405,8076408,8076410,2,5,"SFIX",8076425,-15,-7
"2711",31,55,1,11,618,8084965,8085017,8085020,3,55,"SFIX",8085021,-1,7
"2712",31,21,3,12,618,8103700,8103705,8103705,0,5,"SFIX",8103733,-28,-20
"2713",31,22,1,13,618,8132236,8132239,8132242,3,6,"SFIX",8132275,-33,-25
"2714",31,10,1,14,618,8142082,8142085,8142087,2,5,"SFIX",8142120,-33,-25
"2715",31,29,2,15,618,8155000,8155000,8155002,2,2,"SFIX",8155092,-90,-82
"2716",31,75,3,16,618,8167040,8167044,8167050,6,10,"SFIX",8167070,-20,-12
"2717",31,25,1,17,618,8190312,8190316,8190318,2,6,"SFIX",8190496,-178,-170
"2718",31,61,1,18,618,8208314,8208314,8208318,4,4,"SFIX",8208387,-69,-61
"2719",31,39,3,19,618,8216204,8216207,8216211,4,7,"SFIX",8216236,-25,-17
"2720",31,78,3,20,618,8227532,8227544,8227548,4,16,"SFIX",8227718,-170,-162
"2721",31,47,2,21,618,8238304,8238307,8238312,5,8,"SFIX",8238336,-24,-16
"2722",31,83,2,22,618,8250321,8250336,8250338,2,17,"SFIX",8250493,-155,-147
"2723",31,5,2,23,618,8258774,8258777,8258779,2,5,"SFIX",8258792,-13,-5
"2724",31,90,3,24,618,8276708,8276711,8276712,1,4,"SFIX",8276737,-25,-17
"2725",31,42,3,25,618,8316342,8316345,8316346,1,4,"SFIX",8316388,-42,-34
"2726",31,11,2,26,618,8324365,8324368,8324370,2,5,"SFIX",8324391,-21,-13
"2727",31,46,1,27,618,8335744,8335748,8335754,6,10,"SFIX",8335770,-16,-8
"2728",31,36,3,28,618,8345544,8345548,8345549,1,5,"SFIX",8345576,-27,-19
"2729",31,66,3,29,618,8357558,8357562,8357562,0,4,"SFIX",8357599,-37,-29
"2730",31,24,3,30,618,8374753,8374757,8374760,3,7,"SFIX",8374790,-30,-22
"2731",31,26,2,31,618,8391071,8391075,8391081,6,10,"SFIX",8391103,-22,-14
"2732",31,43,1,32,618,8459263,8459277,8459278,1,15,"SFIX",8459432,-154,-146
"2733",31,84,3,33,618,8491355,8491359,8491361,2,6,"SFIX",8491380,-19,-11
"2734",31,2,2,34,618,8498371,8498373,8498376,3,5,"SFIX",8498402,-26,-18
"2735",31,56,2,35,618,8515046,8515050,8515052,2,6,"SFIX",8515084,-32,-24
"2736",31,76,1,36,618,8544334,8544373,8544375,2,41,"SFIX",8544477,-102,-94
"2737",31,37,1,37,618,8562751,8562755,8562757,2,6,"SFIX",8562786,-29,-21
"2738",31,40,1,38,618,8582134,8582137,8582139,2,5,"SFIX",8582173,-34,-26
"2739",31,28,1,39,618,8612376,8612386,8612390,4,14,"SFIX",8612434,-44,-36
"2740",31,45,3,40,618,8623713,8623716,8623722,6,9,"SFIX",8623740,-18,-10
"2741",31,41,2,41,618,8636236,8636240,8636241,1,5,"SFIX",8636247,-6,2
"2742",31,23,2,42,618,8645005,8645009,8645011,2,6,"SFIX",8645037,-26,-18
"2743",31,80,2,43,618,8663016,8663020,8663021,1,5,"SFIX",8663051,-30,-22
"2744",31,64,1,44,618,8678965,8678969,8678970,1,5,"SFIX",8679007,-37,-29
"2745",31,15,3,45,618,8684961,8684965,8684965,0,4,"SFIX",8684997,-32,-24
"2746",31,71,2,46,618,8720313,8720313,8720316,3,3,"SFIX",8720375,-59,-51
"2747",31,16,1,47,618,8735168,8735171,8735172,1,4,"SFIX",8735219,-47,-39
"2748",31,51,3,48,618,8765107,8765110,8765113,3,6,"SFIX",8765127,-14,-6
"2749",31,49,1,49,618,8774506,8774518,8774518,0,12,"SFIX",8774670,-152,-144
"2750",31,32,2,50,618,8786967,8786971,8786972,1,5,"SFIX",8787004,-32,-24
"2751",31,44,2,51,618,8794941,8794945,8794950,5,9,"SFIX",8794974,-24,-16
"2752",31,14,2,52,618,8805317,8805320,8805322,2,5,"SFIX",8805366,-44,-36
"2753",31,72,3,53,618,8822588,8822592,8822592,0,4,"SFIX",8822619,-27,-19
"2754",31,88,1,54,618,8863037,8863044,8863047,3,10,"SFIX",8863067,-20,-12
"2755",31,12,3,55,618,8874508,8874512,8874519,7,11,"SFIX",8874557,-38,-30
"2756",31,79,1,56,618,8895430,8895434,8895436,2,6,"SFIX",8895460,-24,-16
"2757",31,31,1,57,618,8913644,8913648,8913649,1,5,"SFIX",8913672,-23,-15
"2758",31,19,1,58,618,8935133,8935136,8935138,2,5,"SFIX",8935167,-29,-21
"2759",31,30,3,59,618,8951971,8951975,8951977,2,6,"SFIX",8951994,-17,-9
"2760",31,9,3,60,618,8963099,8963106,8963108,2,9,"SFIX",8963170,-62,-54
"2761",31,8,2,61,618,8999948,8999961,8999963,2,15,"SFIX",9000112,-149,-141
"2762",31,1,1,62,618,9015010,9015014,9015016,2,6,"SFIX",9015051,-35,-27
"2763",31,33,3,63,618,9023847,9023851,9023852,1,5,"SFIX",9023882,-30,-22
"2764",31,20,2,64,618,9190794,9190798,9190799,1,5,"SFIX",9190837,-38,-30
"2765",31,68,2,65,618,9205520,9205525,9205527,2,7,"SFIX",9205565,-38,-30
"2766",31,3,3,66,618,9233030,9233046,9233050,4,20,"SFIX",9233190,-140,-132
"2767",31,60,3,67,618,9279529,9279534,9279535,1,6,"SFIX",9279562,-27,-19
"2768",31,18,3,68,618,9292663,9292667,9292671,4,8,"SFIX",9292707,-36,-28
"2769",31,77,2,69,618,9316116,9316119,9316126,7,10,"SFIX",9316152,-26,-18
"2770",31,48,3,70,618,9322993,9322996,9323001,5,8,"SFIX",9323019,-18,-10
"2771",31,7,1,71,618,9337569,9337584,9337585,1,16,"SFIX",9337601,-16,-8
"2772",31,63,3,72,618,9374978,9374981,9374982,1,4,"SFIX",9374989,-7,1
"2773",31,85,1,73,618,9413737,9413741,9413746,5,9,"SFIX",9413783,-37,-29
"2774",31,57,3,74,618,9447333,9447336,9447340,4,7,"SFIX",9447364,-24,-16
"2775",31,69,3,75,618,9457103,9457106,9457108,2,5,"SFIX",9457124,-16,-8
"2776",31,62,2,76,618,9468400,9468403,9468405,2,5,"SFIX",9468414,-9,-1
"2777",31,53,2,77,618,9488411,9488415,9488417,2,6,"SFIX",9488428,-11,-3
"2778",31,27,3,78,618,9498592,9498596,9498597,1,5,"SFIX",9498614,-17,-9
"2779",31,54,3,79,618,9508150,9508154,9508155,1,5,"SFIX",9508185,-30,-22
"2780",31,87,3,80,618,9516571,9516575,9516576,1,5,"SFIX",9516589,-13,-5
"2781",31,74,2,81,618,9523380,9523384,9523385,1,5,"SFIX",9523404,-19,-11
"2782",31,89,2,82,618,9555612,9555614,9555621,7,9,"SFIX",9555652,-31,-23
"2783",31,50,2,83,618,9564143,9564147,9564148,1,5,"SFIX",9564176,-28,-20
"2784",31,81,3,84,618,9571951,9571954,9571961,7,10,"SFIX",9571984,-23,-15
"2785",31,86,2,85,618,9589826,9589829,9589831,2,5,"SFIX",9589877,-46,-38
"2786",31,35,2,86,618,9616311,9616314,9616318,4,7,"SFIX",9616342,-24,-16
"2787",31,13,1,87,618,9627039,9627050,9627052,2,13,"SFIX",9627218,-166,-158
"2788",31,70,1,88,618,9649256,9649259,9649265,6,9,"SFIX",9649296,-31,-23
"2789",31,17,2,89,618,9656896,9656899,9656905,6,9,"SFIX",9656929,-24,-16
"2790",31,34,1,90,618,9665496,9665499,9665501,2,5,"SFIX",9665534,-33,-25
"2791",32,21,1,1,618,18749881,18749885,18749890,5,9,"SFIX",18749913,-23,-15
"2792",32,76,2,2,618,18766059,18766063,18766064,1,5,"SFIX",18766098,-34,-26
"2793",32,45,1,3,618,18780188,18780191,18780192,1,4,"SFIX",18780238,-46,-38
"2794",32,6,1,4,618,18797659,18797662,18797667,5,8,"SFIX",18797710,-43,-35
"2795",32,20,3,5,618,18813524,18813528,18813534,6,10,"SFIX",18813569,-35,-27
"2796",32,73,2,6,618,18822701,18822704,18822706,2,5,"SFIX",18822745,-39,-31
"2797",32,67,2,7,618,18844092,18844096,18844100,4,8,"SFIX",18844130,-30,-22
"2798",32,48,1,8,618,18850555,18850558,18850563,5,8,"SFIX",18850597,-34,-26
"2799",32,47,3,9,618,18864744,18864748,18864754,6,10,"SFIX",18864792,-38,-30
"2800",32,74,3,10,618,18874077,18874080,18874084,4,7,"SFIX",18874128,-44,-36
"2801",32,86,3,11,618,18880927,18880930,18880932,2,5,"SFIX",18880980,-48,-40
"2802",32,30,1,12,618,18887732,18887735,18887736,1,4,"SFIX",18887773,-37,-29
"2803",32,26,3,13,618,18896827,18896830,18896831,1,4,"SFIX",18896878,-47,-39
"2804",32,9,1,14,618,18905335,18905338,18905342,4,7,"SFIX",18905381,-39,-31
"2805",32,4,2,15,618,18922618,18922621,18922622,1,4,"SFIX",18922676,-54,-46
"2806",32,18,1,16,618,18932564,18932568,18932569,1,5,"SFIX",18932610,-41,-33
"2807",32,22,2,17,618,18948896,18948901,18948902,1,6,"SFIX",18948949,-47,-39
"2808",32,31,2,18,618,18967901,18967906,18967907,1,6,"SFIX",18967923,-16,-8
"2809",32,79,2,19,618,18995885,18995888,18995894,6,9,"SFIX",18995929,-35,-27
"2810",32,43,2,20,618,19002383,19002387,19002388,1,5,"SFIX",19002423,-35,-27
"2811",32,83,3,21,618,19011575,19011578,19011585,7,10,"SFIX",19011619,-34,-26
"2812",32,25,2,22,618,19018895,19018899,19018900,1,5,"SFIX",19018939,-39,-31
"2813",32,75,1,23,618,19028629,19028633,19028634,1,5,"SFIX",19028681,-47,-39
"2814",32,23,3,24,618,19042476,19042479,19042480,1,4,"SFIX",19042531,-51,-43
"2815",32,15,1,25,618,19059927,19059931,19059937,6,10,"SFIX",19059967,-30,-22
"2816",32,1,2,26,618,19110275,19110278,19110283,5,8,"SFIX",19110319,-36,-28
"2817",32,8,3,27,618,19121503,19121505,19121512,7,9,"SFIX",19121546,-34,-26
"2818",32,65,3,28,618,19129995,19129998,19129999,1,4,"SFIX",19130043,-44,-36
"2819",32,44,3,29,618,19136900,19136904,19136905,1,5,"SFIX",19136949,-44,-36
"2820",32,87,1,30,618,19181983,19181986,19181992,6,9,"SFIX",19182030,-38,-30
"2821",32,2,3,31,618,19296294,19296298,19296300,2,6,"SFIX",19296331,-31,-23
"2822",32,59,3,32,618,19318347,19318350,19318352,2,5,"SFIX",19318371,-19,-11
"2823",32,63,1,33,618,19327424,19327428,19327429,1,5,"SFIX",19327458,-29,-21
"2824",32,82,2,34,618,19381982,19381987,19381990,3,8,"SFIX",19382020,-30,-22
"2825",32,58,2,35,618,19388779,19388782,19388787,5,8,"SFIX",19388796,-9,-1
"2826",32,56,3,36,618,19406461,19406465,19406465,0,4,"SFIX",19406504,-39,-31
"2827",32,85,2,37,618,19415688,19415691,19415696,5,8,"SFIX",19415721,-25,-17
"2828",32,7,2,38,618,19438872,19438875,19438877,2,5,"SFIX",19438909,-32,-24
"2829",32,88,2,39,618,19484896,19484899,19484901,2,5,"SFIX",19484934,-33,-25
"2830",32,27,1,40,618,19491317,19491321,19491327,6,10,"SFIX",19491356,-29,-21
"2831",32,29,3,41,618,19500330,19500333,19500338,5,8,"SFIX",19500374,-36,-28
"2832",32,54,1,42,618,19512825,19512828,19512830,2,5,"SFIX",19512862,-32,-24
"2833",32,52,2,43,618,19521431,19521434,19521436,2,5,"SFIX",19521472,-36,-28
"2834",32,78,1,44,618,19537405,19537408,19537410,2,5,"SFIX",19537446,-36,-28
"2835",32,40,2,45,618,19549857,19549860,19549863,3,6,"SFIX",19549909,-46,-38
"2836",32,64,2,46,618,19571891,19571895,19571896,1,5,"SFIX",19571935,-39,-31
"2837",32,13,2,47,618,19578237,19578241,19578244,3,7,"SFIX",19578269,-25,-17
"2838",32,17,3,48,618,19586890,19586893,19586895,2,5,"SFIX",19586935,-40,-32
"2839",32,16,2,49,618,19602366,19602370,19602371,1,5,"SFIX",19602413,-42,-34
"2840",32,51,1,50,618,19621065,19621068,19621075,7,10,"SFIX",19621106,-31,-23
"2841",32,70,2,51,618,19630346,19630350,19630351,1,5,"SFIX",19630399,-48,-40
"2842",32,69,1,52,618,19641243,19641247,19641251,4,8,"SFIX",19641287,-36,-28
"2843",32,34,2,53,618,19666728,19666731,19666737,6,9,"SFIX",19666778,-41,-33
"2844",32,42,1,54,618,19690835,19690839,19690840,1,5,"SFIX",19690879,-39,-31
"2845",32,89,3,55,618,19698331,19698333,19698339,6,8,"SFIX",19698373,-34,-26
"2846",32,46,2,56,618,19718072,19718075,19718077,2,5,"SFIX",19718120,-43,-35
"2847",32,62,3,57,618,19730341,19730345,19730347,2,6,"SFIX",19730372,-25,-17
"2848",32,71,3,58,618,19855923,19855928,19855930,2,7,"SFIX",19855954,-24,-16
"2849",32,68,3,59,618,19870505,19870509,19870510,1,5,"SFIX",19870546,-36,-28
"2850",32,14,3,60,618,19884936,19884940,19884946,6,10,"SFIX",19884957,-11,-3
"2851",32,19,2,61,618,19893966,19893969,19893971,2,5,"SFIX",19893996,-25,-17
"2852",32,66,1,62,618,19915988,19915992,19915993,1,5,"SFIX",19916021,-28,-20
"2853",32,10,2,63,618,19922982,19922986,19922987,1,5,"SFIX",19923024,-37,-29
"2854",32,28,2,64,618,19931145,19931148,19931153,5,8,"SFIX",19931185,-32,-24
"2855",32,60,1,65,618,19959828,19959832,19959835,3,7,"SFIX",19959862,-27,-19
"2856",32,80,3,66,618,19968518,19968522,19968524,2,6,"SFIX",19968560,-36,-28
"2857",32,53,3,67,618,19973168,19973171,19973178,7,10,"SFIX",19973192,-14,-6
"2858",32,39,1,68,618,19981600,19981604,19981605,1,5,"SFIX",19981633,-28,-20
"2859",32,61,2,69,618,19998967,19998971,19998972,1,5,"SFIX",19999002,-30,-22
"2860",32,33,1,70,618,20017185,20017188,20017190,2,5,"SFIX",20017222,-32,-24
"2861",32,57,1,71,618,20025327,20025330,20025331,1,4,"SFIX",20025372,-41,-33
"2862",32,84,1,72,618,20035862,20035866,20035867,1,5,"SFIX",20035902,-35,-27
"2863",32,72,1,73,618,20051339,20051343,20051344,1,5,"SFIX",20051371,-27,-19
"2864",32,11,3,74,618,20076744,20076748,20076749,1,5,"SFIX",20076783,-34,-26
"2865",32,35,3,75,618,20088259,20088263,20088267,4,8,"SFIX",20088287,-20,-12
"2866",32,32,3,76,618,20116927,20116931,20116935,4,8,"SFIX",20116978,-43,-35
"2867",32,12,1,77,618,20125703,20125706,20125708,2,5,"SFIX",20125755,-47,-39
"2868",32,24,1,78,618,20135719,20135723,20135727,4,8,"SFIX",20135774,-47,-39
"2869",32,3,1,79,618,20162986,20162990,20162991,1,5,"SFIX",20163031,-40,-32
"2870",32,55,2,80,618,20186224,20186227,20186232,5,8,"SFIX",20186265,-33,-25
"2871",32,37,2,81,618,20193834,20193837,20193843,6,9,"SFIX",20193867,-24,-16
"2872",32,36,1,82,618,20202381,20202385,20202389,4,8,"SFIX",20202429,-40,-32
"2873",32,50,3,83,618,20223659,20223662,20223663,1,4,"SFIX",20223692,-29,-21
"2874",32,77,3,84,618,20232075,20232079,20232082,3,7,"SFIX",20232108,-26,-18
"2875",32,5,3,85,618,20238440,20238444,20238448,4,8,"SFIX",20238484,-36,-28
"2876",32,81,1,86,618,20246740,20246743,20246745,2,5,"SFIX",20246772,-27,-19
"2877",32,38,3,87,618,20253800,20253803,20253808,5,8,"SFIX",20253842,-34,-26
"2878",32,49,2,88,618,20262166,20262170,20262171,1,5,"SFIX",20262195,-24,-16
"2879",32,41,3,89,618,20278065,20278067,20278069,2,4,"SFIX",20278101,-32,-24
"2880",32,90,1,90,618,20286213,20286216,20286221,5,8,"SFIX",20286251,-30,-22
"2881",33,83,1,1,618,22266680,22266683,22266685,2,5,"SFIX",22266706,-21,-13
"2882",33,4,3,2,618,22278544,22278549,22278550,1,6,"SFIX",22278661,-111,-103
"2883",33,69,2,3,618,22393418,22393422,22393426,4,8,"SFIX",22393443,-17,-9
"2884",33,35,1,4,618,22406758,22406761,22406765,4,7,"SFIX",22406781,-16,-8
"2885",33,54,2,5,618,22602459,22602468,22602470,2,11,"SFIX",22602565,-95,-87
"2886",33,11,1,6,618,22627208,22627222,22627227,5,19,"SFIX",22627318,-91,-83
"2887",33,70,3,7,618,22649274,22649277,22649279,2,5,"SFIX",22649408,-129,-121
"2888",33,63,2,8,618,22658980,22658983,22658985,2,5,"SFIX",22659008,-23,-15
"2889",33,89,1,9,618,22668450,22668500,22668501,1,51,"SFIX",22668515,-14,-6
"2890",33,68,1,10,618,22720088,22720092,22720096,4,8,"SFIX",22720129,-33,-25
"2891",33,56,1,11,618,22730608,22730612,22730613,1,5,"SFIX",22730640,-27,-19
"2892",33,46,3,12,618,22748430,22748436,22748438,2,8,"SFIX",22748576,-138,-130
"2893",33,50,1,13,618,22806213,22806217,22806219,2,6,"SFIX",22806236,-17,-9
"2894",33,39,2,14,618,22853172,22853181,22853182,1,10,"SFIX",22853294,-112,-104
"2895",33,84,2,15,618,22936832,22936883,22936885,2,53,"SFIX",22936932,-47,-39
"2896",33,2,1,16,618,22965181,22965196,22965197,1,16,"SFIX",22965311,-114,-106
"2897",33,16,3,17,618,22978872,22978875,22978877,2,5,"SFIX",22978911,-34,-26
"2898",33,22,3,18,618,22995845,22995849,22995850,1,5,"SFIX",22995956,-106,-98
"2899",33,40,3,19,618,23023224,23023229,23023235,6,11,"SFIX",23023369,-134,-126
"2900",33,42,2,20,618,23053036,23053040,23053041,1,5,"SFIX",23053171,-130,-122
"2901",33,52,3,21,618,23088853,23088871,23088872,1,19,"SFIX",23089000,-128,-120
"2902",33,44,1,22,618,23108083,23108093,23108094,1,11,"SFIX",23108200,-106,-98
"2903",33,61,3,23,618,23143326,23143330,23143331,1,5,"SFIX",23143561,-230,-222
"2904",33,58,3,24,618,23150237,23150249,23150251,2,14,"SFIX",23150385,-134,-126
"2905",33,23,1,25,618,23250510,23250513,23250515,2,5,"SFIX",23250529,-14,-6
"2906",33,27,2,26,618,23288641,23288641,23288642,1,1,"SFIX",23288674,-32,-24
"2907",33,1,3,27,618,23305478,23305498,23305504,6,26,"SFIX",23305613,-109,-101
"2908",33,55,3,28,618,23328405,23328430,23328434,4,29,"SFIX",23328556,-122,-114
"2909",33,19,3,29,618,23348419,23348433,23348436,3,17,"SFIX",23348574,-138,-130
"2910",33,53,1,30,618,23368902,23368905,23368910,5,8,"SFIX",23369123,-213,-205
"2911",33,81,2,31,618,23381174,23381180,23381182,2,8,"SFIX",23381333,-151,-143
"2912",33,65,1,32,618,23410128,23410149,23410150,1,22,"SFIX",23410278,-128,-120
"2913",33,43,3,33,618,23423151,23423170,23423172,2,21,"SFIX",23423317,-145,-137
"2914",33,24,2,34,618,23470389,23470392,23470394,2,5,"SFIX",23470550,-156,-148
"2915",33,49,3,35,618,23494060,23494068,23494073,5,13,"SFIX",23494214,-141,-133
"2916",33,73,3,36,618,23521286,23521291,23521293,2,7,"SFIX",23521477,-184,-176
"2917",33,12,2,37,618,23537712,23537716,23537717,1,5,"SFIX",23537742,-25,-17
"2918",33,3,2,38,618,23570126,23570134,23570136,2,10,"SFIX",23570299,-163,-155
"2919",33,33,2,39,618,23580717,23580721,23580726,5,9,"SFIX",23580739,-13,-5
"2920",33,20,1,40,618,23592371,23592377,23592379,2,8,"SFIX",23592505,-126,-118
"2921",33,66,2,41,618,23613640,23613648,23613650,2,10,"SFIX",23613661,-11,-3
"2922",33,36,2,42,618,23727648,23727659,23727660,1,12,"SFIX",23727713,-53,-45
"2923",33,8,1,43,618,23744885,23744887,23744889,2,4,"SFIX",23744909,-20,-12
"2924",33,5,1,44,618,23817066,23817070,23817077,7,11,"SFIX",23817262,-185,-177
"2925",33,45,2,45,618,23830559,23830609,23830612,3,53,"SFIX",23830614,-2,6
"2926",33,7,3,46,618,23847236,23847263,23847268,5,32,"SFIX",23847432,-164,-156
"2927",33,48,2,47,618,23863921,23863924,23863926,2,5,"SFIX",23863955,-29,-21
"2928",33,15,2,48,618,23877925,23877929,23877930,1,5,"SFIX",23878158,-228,-220
"2929",33,14,1,49,618,23929248,23929263,23929266,3,18,"SFIX",23929367,-101,-93
"2930",33,80,1,50,618,23961496,23961499,23961503,4,7,"SFIX",23961611,-108,-100
"2931",33,38,1,51,618,24008330,24008382,24008387,5,57,"EFIX",24008237,261,269
"2932",33,85,3,52,618,24024200,24024204,24024210,6,10,"SFIX",24024234,-24,-16
"2933",33,88,3,53,618,24060854,24060857,24060862,5,8,"SFIX",24060899,-37,-29
"2934",33,17,1,54,618,24085664,24085668,24085669,1,5,"SFIX",24085717,-48,-40
"2935",33,13,3,55,618,24124216,24124219,24124221,2,5,"SFIX",24124239,-18,-10
"2936",33,9,2,56,618,24156188,24156219,24156223,4,35,"SFIX",24156365,-142,-134
"2937",33,25,3,57,618,24199172,24199175,24199178,3,6,"SFIX",24199219,-41,-33
"2938",33,41,1,58,618,24219218,24219223,24219224,1,6,"SFIX",24219281,-57,-49
"2939",33,71,1,59,618,24370899,24370903,24370904,1,5,"SFIX",24370927,-23,-15
"2940",33,60,2,60,618,24385218,24385268,24385269,1,51,"SFIX",24385315,-46,-38
"2941",33,47,1,61,618,24408020,24408061,24408062,1,42,"SFIX",24408101,-39,-31
"2942",33,28,3,62,618,24420286,24420286,24420289,3,3,"SFIX",24420347,-58,-50
"2943",33,18,2,63,618,24457350,24457400,24457402,2,52,"SFIX",24457439,-37,-29
"2944",33,34,3,64,618,24478894,24478923,24478926,3,32,"SFIX",24478995,-69,-61
"2945",33,30,2,65,618,24491184,24491236,24491238,2,54,"SFIX",24491264,-26,-18
"2946",33,72,2,66,618,24561591,24561595,24561600,5,9,"SFIX",24561622,-22,-14
"2947",33,79,3,67,618,24601991,24601998,24601999,1,8,"SFIX",24602029,-30,-22
"2948",33,59,1,68,618,24673918,24673933,24673940,7,22,"SFIX",24674037,-97,-89
"2949",33,64,3,69,618,24701842,24701859,24701864,5,22,"SFIX",24701966,-102,-94
"2950",33,32,1,70,618,24710685,24710689,24710693,4,8,"SFIX",24710833,-140,-132
"2951",33,26,1,71,618,24764208,24764227,24764228,1,20,"SFIX",24764252,-24,-16
"2952",33,90,2,72,618,24787530,24787550,24787556,6,26,"SFIX",24787714,-158,-150
"2953",33,78,2,73,618,24808657,24808708,24808715,7,58,"SFIX",24808766,-51,-43
"2954",33,37,3,74,618,24818112,24818145,24818147,2,35,"SFIX",24818147,0,8
"2955",33,51,2,75,618,24828391,24828434,24828435,1,44,"SFIX",24828474,-39,-31
"2956",33,74,1,76,618,24837660,24837684,24837691,7,31,"SFIX",24837697,-6,2
"2957",33,86,1,77,618,24859068,24859093,24859094,1,26,"SFIX",24859109,-15,-7
"2958",33,77,1,78,618,24866839,24866857,24866862,5,23,"SFIX",24867000,-138,-130
"2959",33,10,3,79,618,24878521,24878525,24878526,1,5,"SFIX",24878611,-85,-77
"2960",33,62,1,80,618,24904976,24904980,24904982,2,6,"SFIX",24905007,-25,-17
"2961",33,57,2,81,618,24917839,24917843,24917844,1,5,"SFIX",24917857,-13,-5
"2962",33,87,2,82,618,24934636,24934651,24934652,1,16,"SFIX",24934779,-127,-119
"2963",33,21,2,83,618,24944991,24945007,24945013,6,22,"SFIX",24945112,-99,-91
"2964",33,67,3,84,618,24982535,24982539,24982540,1,5,"SFIX",24982563,-23,-15
"2965",33,76,3,85,618,24989994,24990034,24990036,2,42,"SFIX",24990053,-17,-9
"2966",33,29,1,86,618,25066756,25066770,25066771,1,15,"SFIX",25066919,-148,-140
"2967",33,31,3,87,618,25080818,25080822,25080828,6,10,"SFIX",25080838,-10,-2
