"","sub","cond","item","seq","start_time","end_time","duration_ms"
"922",3,1,74,33,2509636,2516189,6553
"95",3,2,81,34,2540721,2545358,4637
"96",3,3,88,35,2548054,2557759,9705
"99",3,2,84,36,2577431,2584282,6851
"1002",3,1,47,37,2587838,2594110,6272
"1022",3,1,38,38,2602432,2608166,5734
"105",3,1,56,39,2629351,2634975,5624
"1081",3,2,54,40,2656619,2662424,5805
"110",3,1,35,41,2669883,2676367,6484
"112",3,1,71,42,2686549,2694975,8426
"1152",3,2,6,43,2803176,2810232,7056
"1171",3,1,83,44,2824416,2833664,9248
"1181",3,3,52,45,2839197,2844923,5726
"120",3,3,58,46,2855533,2861200,5667
"1221",3,3,7,47,2868717,2873789,5072
"1241",3,2,78,48,2880326,2885568,5242
"1262",3,3,25,49,2898056,2904881,6825
"128",3,2,3,50,2910359,2918851,8492
"1301",3,2,90,51,2930577,2937009,6432
"1312",3,1,68,52,2939945,2947524,7579
"132",3,2,63,53,2951346,2955069,3723
"134",3,1,2,54,2970017,2977418,7401
"1371",3,1,50,55,2996194,3005166,8972
"1401",3,3,85,56,3021959,3030252,8293
"1411",3,2,9,57,3033764,3040524,6760
"1431",3,3,34,58,3051189,3057891,6702
"147",3,2,45,59,3089547,3099461,9914
"1492",3,1,29,60,3106658,3114373,7715
"1522",3,2,15,61,3130202,3135211,5009
"1541",3,1,77,62,3142674,3146614,3940
"156",3,2,69,63,3162591,3167779,5188
"158",3,3,61,64,3184514,3190838,6324
"166",3,3,19,65,3491486,3496537,5051
"1741",3,2,30,66,3570269,3576848,6579
"177",3,1,53,67,3593798,3600888,7090
"1791",3,2,51,68,3608291,3612080,3789
"1811",3,3,49,69,3626211,3633072,6861
"1841",3,2,33,70,3655754,3660284,4530
"186",3,3,40,71,3666939,3674673,7734
"1891",3,3,73,72,3790819,3795946,5127
"1901",3,1,17,73,3799974,3806570,6596
"195",3,1,26,74,3850389,3857604,7215
"197",3,3,82,75,3867747,3876783,9036
"1982",3,3,55,76,3880330,3885613,5283
"2001",3,1,20,77,3892814,3900726,7912
"2091",3,1,44,78,3992760,3998716,5956
"2111",3,3,46,79,4009489,4016692,7203
"216",3,1,41,80,4051996,4057804,5808
"218",3,2,18,81,4068757,4073788,5031
"2202",3,1,11,82,4079855,4085581,5726
"2261",3,1,32,83,4132811,4140334,7523
"2292",3,2,42,84,4155821,4163273,7452
"2321",3,3,22,85,4239777,4246718,6941
"234",3,2,21,86,4256183,4261016,4833
"2361",3,3,64,87,4275244,4282375,7131
"2412",3,3,16,88,4341401,4347460,6059
"2451",3,2,57,89,4382561,4386625,4064
"247",3,3,31,90,4398925,4405084,6159
"104",4,2,2,1,5601012,5605684,4672
"127",4,3,48,2,5679581,5683461,3880
"18",4,1,70,3,5735765,5741134,5369
"199",4,1,10,4,5746502,5754286,7784
"213",4,3,27,5,5765118,5770398,5280
"251",4,3,69,6,5800400,5805542,5142
"272",4,1,82,7,5823861,5828294,4433
"302",4,3,57,8,5863497,5869216,5719
"322",4,1,43,9,5885416,5891143,5727
"36",4,1,1,10,5914382,5918207,3825
"381",4,3,54,11,5926111,5931064,4953
"40",4,1,79,12,5938173,5942351,4178
"422",4,1,7,13,5953765,5959203,5438
"452",4,2,77,14,5978827,5987000,8173
"461",4,3,45,15,5991584,5995720,4136
"482",4,1,61,16,6002346,6005640,3294
"491",4,3,18,17,6009760,6015496,5736
"511",4,2,26,18,6026445,6032168,5723
"53",4,1,76,19,6041910,6046448,4538
"552",4,1,64,20,6066002,6069282,3280
"58",4,2,71,21,6101646,6106513,4867
"592",4,2,35,22,6113648,6118433,4785
"62",4,3,24,23,6145479,6152745,7266
"662",4,2,23,24,6182643,6185875,3232
"68",4,3,33,25,6197365,6210354,12989
"702",4,2,68,26,6216499,6220666,4167
"712",4,2,5,27,6248864,6255466,6602
"74",4,3,90,28,6272444,6277784,5340
"76",4,3,36,29,6293411,6297619,4208
"792",4,2,44,30,6315921,6321387,5466
"841",4,3,42,31,6527258,6530055,2797
"871",4,1,67,32,6550007,6555413,5406
"881",4,2,8,33,6559919,6564062,4143
"901",4,1,31,34,6571798,6576029,4231
"923",4,3,39,35,6697394,6701367,3973
"951",4,3,66,36,6714996,6718983,3987
"961",4,3,3,37,6722456,6726255,3799
"98",4,1,4,38,6737502,6741383,3881
"1011",4,1,46,39,6778584,6784776,6192
"1051",4,2,59,40,6853360,6857512,4152
"1101",4,3,30,41,6888570,6892937,4367
"1121",4,1,58,42,6899645,6902482,2837
"1172",4,1,34,43,6935467,6941685,6218
"1191",4,2,56,44,6947032,6950425,3393
"1211",4,3,6,45,6956591,6963874,7283
"1231",4,1,52,46,6971018,6978087,7069
"1263",4,2,74,47,6998615,7003160,4545
"1321",4,2,29,48,7209313,7215420,6107
"1351",4,3,51,49,7229695,7234044,4349
"1372",4,2,62,50,7240171,7244218,4047
"1381",4,1,73,51,7247274,7250652,3378
"1421",4,2,50,52,7277955,7281541,3586
"144",4,3,72,53,7288336,7293572,5236
"145",4,1,55,54,7297229,7300277,3048
"1471",4,2,14,55,7305105,7309687,4582
"1493",4,2,11,56,7317986,7322118,4132
"155",4,1,13,57,7362954,7366669,3715
"1572",4,2,53,58,7372588,7375333,2745
"161",4,3,21,59,7398674,7401329,2655
"1631",4,2,86,60,7408339,7411457,3118
"1681",4,2,89,61,7765660,7770061,4401
"172",4,2,38,62,7808724,7812874,4150
"1751",4,1,19,63,7859803,7864064,4261
"1801",4,2,41,64,7897263,7899826,2563
"1821",4,1,22,65,7907778,7912075,4297
"1871",4,2,20,66,7982108,7986980,4872
"1892",4,3,60,67,7993482,7996293,2811
"191",4,1,40,68,8003672,8010036,6364
"193",4,3,15,69,8233458,8237142,3684
"1951",4,3,84,70,8242130,8246575,4445
"1971",4,2,47,71,8257074,8260735,3661
"2002",4,3,81,72,8344009,8347440,3431
"2011",4,3,87,73,8351187,8354079,2892
"2021",4,2,17,74,8360435,8364400,3965
"204",4,1,37,75,8370224,8373667,3443
"2061",4,3,12,76,8378892,8382623,3731
"208",4,3,75,77,8388837,8393480,4643
"2101",4,3,9,78,8406261,8409800,3539
"214",4,2,83,79,8431835,8435297,3462
"2151",4,1,16,80,8439459,8444180,4721
"2171",4,2,32,81,8449676,8453896,4220
"219",4,1,28,82,8462485,8466672,4187
"2221",4,1,49,83,8482382,8486906,4524
"224",4,1,25,84,8494237,8497505,3268
"230",4,3,63,85,8537043,8539353,2310
"2362",4,2,80,86,8588681,8589914,1233
"237",4,1,85,87,8595806,8598410,2604
"240",4,3,78,88,8619955,8622994,3039
"2431",4,1,88,89,8636567,8639483,2916
"2471",4,2,65,90,8670436,8673335,2899
"114",5,1,39,1,9241991,9244360,2369
"14",5,3,68,2,9254929,9258828,3899
"1710",5,2,4,3,9274385,9278241,3856
"2110",5,1,15,4,9295534,9298372,2838
"244",5,3,50,5,9311608,9314604,2996
"281",5,1,63,6,9330210,9333025,2815
"292",5,3,26,7,9335286,9338065,2779
"31",5,1,84,8,9342883,9346325,3442
"331",5,2,34,9,9354778,9360188,5410
"352",5,1,60,10,9366506,9369642,3136
"391",5,3,89,11,9387710,9390361,2651
"401",5,3,65,12,9394876,9397901,3025
"41",5,3,32,13,9401184,9405671,4487
"432",5,3,35,14,9410984,9414418,3434
"453",5,2,61,15,9420978,9424398,3420
"462",5,3,71,16,9429113,9432450,3337
"483",5,1,18,17,9442957,9445670,2713
"512",5,3,41,18,9457252,9459811,2559
"531",5,3,77,19,9465127,9468459,3332
"54",5,1,54,20,9471607,9476210,4603
"56",5,1,33,21,9482054,9484723,2669
"593",5,3,2,22,9496765,9500251,3486
"611",5,3,56,23,9504995,9508475,3480
"632",5,2,46,24,9513588,9518796,5208
"65",5,2,43,25,9523557,9526651,3094
"681",5,3,38,26,9538592,9542547,3955
"713",5,2,58,27,9555215,9557203,1988
"753",5,3,29,28,9581837,9585388,3551
"81",5,2,88,29,9619331,9623653,4322
"823",5,1,69,30,9627479,9630991,3512
"872",5,3,74,31,9818691,9821046,2355
"892",5,3,5,32,9832137,9835290,3153
"911",5,3,86,33,9840607,9845175,4568
"924",5,1,3,34,9848027,9850574,2547
"952",5,2,16,35,9863084,9865958,2874
"972",5,3,62,36,9872524,9875283,2759
"1012",5,1,6,37,9897948,9901167,3219
"1032",5,3,8,38,9905591,9909066,3475
"1052",5,2,64,39,9913736,9916801,3065
"1102",5,1,51,40,9946229,9948687,2458
"1122",5,1,90,41,9955756,9959164,3408
"1131",5,3,80,42,9964943,9968555,3612
"1153",5,2,13,43,9979127,9982924,3797
"1173",5,1,75,44,9989121,9992280,3159
"1222",5,3,53,45,10020840,10023766,2926
"1242",5,1,30,46,10028999,10032244,3245
"1264",5,2,10,47,10038243,10041733,3490
"1313",5,2,40,48,10066991,10069139,2148
"1331",5,2,7,49,10074415,10077013,2598
"1352",5,2,19,50,10082072,10084816,2744
"1373",5,3,47,51,10089914,10093681,3767
"139",5,3,11,52,10100630,10104553,3923
"1432",5,2,85,53,10123250,10127233,3983
"1441",5,1,21,54,10130344,10132894,2550
"1472",5,1,45,55,10144169,10147822,3653
"1494",5,1,87,56,10152519,10157169,4650
"1501",5,1,78,57,10159178,10162162,2984
"1523",5,1,36,58,10190148,10196226,6078
"1551",5,3,20,59,10212170,10215870,3700
"1591",5,1,48,60,10234889,10238359,3470
"1611",5,2,67,61,10245709,10249635,3926
"164",5,1,24,62,10271494,10275323,3829
"170",5,1,9,63,10468872,10471628,2756
"1742",5,2,76,64,10487592,10491252,3660
"1752",5,3,83,65,10493682,10498029,4347
"1802",5,2,25,66,10525043,10528992,3949
"1822",5,2,82,67,10535832,10540413,4581
"1842",5,3,44,68,10553240,10556477,3237
"1861",5,2,37,69,10562521,10566726,4205
"1881",5,2,73,70,10571993,10574709,2716
"1893",5,2,22,71,10578389,10582720,4331
"1921",5,1,72,72,10596815,10601706,4891
"1931",5,1,57,73,10605081,10607998,2917
"1962",5,1,12,74,10620992,10624382,3390
"1991",5,3,59,75,10636641,10638518,1877
"2022",5,2,49,76,10649529,10652791,3262
"2052",5,3,17,77,10667074,10670409,3335
"2081",5,2,28,78,10679337,10683271,3934
"2112",5,1,42,79,10693717,10696535,2818
"2141",5,2,31,80,10706748,10710759,4011
"2161",5,2,70,81,10714930,10718431,3501
"2172",5,1,66,82,10721608,10724919,3311
"2203",5,2,1,83,10742819,10746015,3196
"2222",5,2,52,84,10752039,10755247,3208
"228",5,2,79,85,10787860,10791193,3333
"2341",5,2,55,86,10831835,10835104,3269
"2381",5,1,27,87,10854732,10858024,3292
"2413",5,3,14,88,10869294,10873354,4060
"2461",5,3,23,89,10894950,10897676,2726
"248",5,1,81,90,10902053,10906162,4109
"910",6,3,19,1,13458232,13469578,11346
"1110",6,3,52,2,13478947,13485861,6914
"1610",6,1,5,3,13569284,13578940,9656
"207",6,2,57,4,13779361,13785909,6548
"235",6,2,3,5,13928510,13934848,6338
"252",6,3,1,6,14028758,14037936,9178
"311",6,1,14,7,14135412,14142449,7037
"332",6,2,30,8,14152769,14160077,7308
"361",6,3,64,9,14209718,14215874,6156
"382",6,3,40,10,14257380,14264090,6710
"402",6,1,8,11,14365657,14372643,6986
"423",6,3,13,12,14443319,14447788,4469
"454",6,2,72,13,14534364,14540085,5721
"463",6,1,17,14,14601890,14609229,7339
"484",6,2,84,15,14618346,14623933,5587
"501",6,1,65,16,14639834,14644935,5101
"513",6,3,10,17,14648869,14655174,6305
"561",6,1,50,18,14715905,14722478,6573
"581",6,2,6,19,14791175,14797023,5848
"602",6,2,54,20,14803135,14807440,4305
"643",6,1,74,21,14835187,14840528,5341
"651",6,2,39,22,14843643,14848790,5147
"672",6,1,32,23,14868077,14875392,7315
"72",6,3,67,24,14915297,14920862,5565
"741",6,3,25,25,14931647,14937641,5994
"761",6,3,82,26,14944456,14951348,6892
"771",6,3,22,27,14955172,14960369,5197
"801",6,2,60,28,14974622,14979009,4387
"851",6,3,55,29,15148966,15154558,5592
"873",6,2,21,30,15161751,15168155,6404
"912",6,1,23,31,15197423,15202244,4821
"93",6,3,70,32,15207435,15214279,6844
"941",6,3,37,33,15222057,15228103,6046
"973",6,2,36,34,15245062,15250636,5574
"1003",6,1,53,35,15264290,15268351,4061
"1033",6,2,63,36,15285921,15290644,4723
"1041",6,2,81,37,15347783,15352111,4328
"1053",6,1,62,38,15356025,15362046,6021
"1071",6,1,35,39,15384308,15389073,4765
"1132",6,3,7,40,15504849,15510110,5261
"1154",6,1,56,41,15517225,15521894,4669
"1192",6,3,16,42,15551365,15557271,5906
"1212",6,1,71,43,15565828,15570690,4862
"1271",6,1,83,44,15614181,15619860,5679
"1302",6,2,69,45,15640508,15645468,4960
"1314",6,1,89,46,15732750,15737169,4419
"1322",6,2,51,47,15740431,15744841,4410
"1341",6,1,2,48,15750602,15756089,5487
"1382",6,3,49,49,15781079,15786860,5781
"1412",6,1,80,50,15805880,15810281,4401
"1461",6,2,87,51,15853587,15859946,6359
"1495",6,1,29,52,15875888,15881306,5418
"151",6,2,90,53,15887192,15893670,6478
"1542",6,3,88,54,15913308,15919564,6256
"1561",6,3,76,55,15929117,15934026,4909
"1581",6,3,79,56,15948004,15952531,4527
"160",6,3,85,57,15964020,15969261,5241
"1612",6,3,34,58,16369666,16375919,6253
"1632",6,3,31,59,16386172,16391879,5707
"1652",6,1,47,60,16399202,16403098,3896
"1671",6,2,75,61,16411211,16415572,4361
"1682",6,3,46,62,16418845,16425736,6891
"1721",6,1,86,63,16447350,16453393,6043
"1743",6,1,68,64,16464564,16470368,5804
"1762",6,2,15,65,16533034,16538240,5206
"1781",6,1,41,66,16546845,16550745,3900
"1823",6,2,33,67,16571441,16575041,3600
"1843",6,3,4,68,16580636,16585021,4385
"1872",6,1,38,69,16601383,16607554,6171
"1922",6,3,58,70,16636497,16640586,4089
"1952",6,3,28,71,16656251,16662167,5916
"1972",6,2,9,72,16667310,16671458,4148
"2012",6,2,78,73,16698545,16703989,5444
"203",6,1,44,74,16715844,16720554,4710
"2053",6,2,42,75,16727345,16732095,4750
"2113",6,2,45,76,16776130,16781779,5649
"2131",6,2,12,77,16788100,16792245,4145
"2152",6,2,24,78,16799057,16803849,4792
"2173",6,1,26,79,16808827,16813467,4640
"2211",6,3,43,80,16834710,16838523,3813
"2241",6,2,18,81,16853104,16856765,3661
"2281",6,1,77,82,16876073,16879656,3583
"2293",6,2,48,83,16887749,16891308,3559
"2312",6,1,11,84,16896365,16900809,4444
"2331",6,1,59,85,16905735,16909797,4062
"2363",6,3,61,86,16924198,16927569,3371
"2371",6,2,27,87,16930992,16935264,4272
"2391",6,3,73,88,16943223,16947685,4462
"2462",6,1,20,89,17000131,17004774,4643
"2481",6,2,66,90,17010360,17015286,4926
"1310",7,2,41,1,17263433,17266400,2967
"1613",7,1,76,2,17278978,17283859,4881
"1712",7,1,25,3,17285895,17290360,4465
"1910",7,2,14,4,17297048,17301066,4018
"2310",7,3,21,5,17319773,17323433,3660
"253",7,2,11,6,17329327,17333248,3921
"273",7,2,44,7,17340456,17344635,4179
"333",7,3,42,8,17419097,17424311,5214
"353",7,1,82,9,17429385,17436314,6929
"362",7,3,48,10,17439281,17442695,3414
"383",7,1,46,11,17448485,17453164,4679
"424",7,2,8,12,17472640,17475922,3282
"464",7,1,88,13,17494397,17499738,5341
"485",7,3,75,14,17552316,17556419,4103
"502",7,1,43,15,17582081,17585368,3287
"532",7,3,63,16,17602820,17607796,4976
"553",7,3,51,17,17617500,17620900,3400
"572",7,1,40,18,17627832,17633637,5805
"594",7,3,90,19,17639987,17643780,3793
"633",7,3,69,20,17672332,17676676,4344
"644",7,3,57,21,17683638,17687220,3582
"682",7,3,84,22,17713945,17718436,4491
"693",7,3,60,23,17722209,17726312,4103
"732",7,1,16,24,17746003,17750418,4415
"754",7,2,62,25,17757541,17765557,8016
"762",7,2,89,26,17769888,17773555,3667
"793",7,2,50,27,17792129,17796307,4178
"811",7,2,38,28,17879129,17882774,3645
"83",7,2,23,29,17891998,17896776,4778
"861",7,3,81,30,17913507,17916727,3220
"874",7,2,59,31,17920118,17924070,3952
"893",7,3,24,32,17930193,17935279,5086
"913",7,3,12,33,17941868,17946676,4808
"962",7,3,54,34,17980996,17985197,4201
"981",7,3,6,35,17992633,17995780,3147
"1004",7,3,72,36,18001880,18006355,4475
"1034",7,3,78,37,18025371,18029985,4614
"1054",7,2,74,38,18042370,18046362,3992
"106",7,1,55,39,18052345,18055720,3375
"1082",7,1,13,40,18063777,18068681,4904
"1111",7,3,39,41,18081734,18084776,3042
"1141",7,2,35,42,18101548,18104176,2628
"1174",7,1,70,43,18117182,18123208,6026
"1201",7,2,26,44,18177310,18181289,3979
"1232",7,2,71,45,18197927,18202218,4291
"1243",7,1,79,46,18210329,18216597,6268
"1265",7,2,53,47,18233500,18237490,3990
"1281",7,3,15,48,18241941,18246373,4432
"1323",7,1,34,49,18270755,18275186,4431
"1342",7,1,58,50,18280444,18284298,3854
"136",7,1,61,51,18291019,18296114,5095
"1374",7,1,85,52,18299708,18303987,4279
"1383",7,3,36,53,18306528,18310195,3667
"1451",7,1,64,54,18359380,18364459,5079
"1496",7,3,27,55,18393188,18398123,4935
"1511",7,1,4,56,18406585,18413139,6554
"153",7,3,33,57,18419301,18422300,2999
"1582",7,3,66,58,18460665,18466336,5671
"1592",7,1,22,59,18468570,18471644,3074
"1621",7,1,19,60,18490307,18493293,2986
"1641",7,1,1,61,18500318,18504717,4399
"1672",7,1,67,62,18585403,18589718,4315
"1691",7,2,20,63,18601320,18606062,4742
"1713",7,3,9,64,18612746,18617574,4828
"1731",7,2,65,65,18623275,18627902,4627
"1744",7,2,86,66,18631214,18636350,5136
"1753",7,3,45,67,18639647,18646875,7228
"1771",7,3,87,68,18651339,18657654,6315
"1782",7,3,3,69,18661181,18664614,3433
"1803",7,2,77,70,18670517,18673286,2769
"1831",7,2,68,71,18697918,18705218,7300
"185",7,2,2,72,18724342,18728296,3954
"1963",7,1,28,73,18838686,18845038,6352
"1983",7,2,32,74,18850853,18855712,4859
"2023",7,1,73,75,18883258,18887238,3980
"2031",7,3,30,76,18889423,18896784,7361
"2054",7,2,47,77,18901456,18907056,5600
"2071",7,2,29,78,18915283,18919885,4602
"2092",7,2,17,79,18925681,18930369,4688
"2114",7,1,10,80,18937737,18941518,3781
"2142",7,2,83,81,18963667,18968121,4454
"2191",7,2,56,82,19007025,19009722,2697
