"","sub","cond","item","seq","start_time","end_time","duration_ms"
"2105",14,1,75,78,17090810,17094611,3801
"2118",14,1,12,79,17099271,17101899,2628
"2163",14,3,62,80,17128412,17130891,2479
"2182",14,3,35,81,17139355,17143099,3744
"2224",14,1,33,82,17159509,17161771,2262
"2255",14,3,74,83,17229049,17232196,3147
"2284",14,2,46,84,17244473,17247557,3084
"23110",14,1,27,85,17258522,17261732,3210
"2335",14,3,50,86,17267407,17270388,2981
"2353",14,1,21,87,17276012,17278205,2193
"2373",14,2,7,88,17285234,17287425,2191
"2397",14,1,6,89,17293661,17296056,2395
"2476",14,1,15,90,17355293,17357415,2122
"926",15,1,23,1,17977778,17982079,4301
"1328",15,3,37,2,18009295,18014172,4877
"1619",15,2,57,3,18030265,18034260,3995
"1914",15,1,71,4,18053001,18059445,6444
"2027",15,2,27,5,18062636,18066901,4265
"2320",15,2,45,6,18083302,18087949,4647
"277",15,2,84,7,18110220,18115254,5034
"285",15,1,74,8,18119132,18124979,5847
"294",15,1,77,9,18128687,18132889,4202
"366",15,1,11,10,18193214,18197094,3880
"386",15,1,50,11,18205918,18209910,3992
"406",15,2,12,12,18216266,18220526,4260
"428",15,1,83,13,18226124,18231099,4975
"434",15,2,54,14,18238835,18243332,4497
"475",15,2,66,15,18269330,18274367,5037
"487",15,2,36,16,18277507,18284575,7068
"536",15,2,6,17,18312118,18319427,7309
"564",15,2,81,18,18333818,18341507,7689
"585",15,1,38,19,18352279,18356112,3833
"605",15,1,80,20,18361439,18366164,4725
"615",15,3,58,21,18368687,18372048,3361
"637",15,3,49,22,18379262,18382634,3372
"656",15,3,55,23,18388644,18392380,3736
"685",15,3,25,24,18408925,18412032,3107
"717",15,2,69,25,18434301,18441545,7244
"736",15,3,73,26,18453231,18456977,3746
"777",15,2,30,27,18483157,18486521,3364
"797",15,1,44,28,18493075,18499290,6215
"845",15,1,8,29,18576613,18580106,3493
"864",15,3,88,30,18585532,18589083,3551
"878",15,1,86,31,18593253,18598020,4767
"904",15,3,31,32,18614878,18618299,3421
"934",15,1,20,33,18630848,18634039,3191
"977",15,3,85,34,18662643,18665932,3289
"983",15,1,62,35,18668720,18671235,2515
"1025",15,1,65,36,18699937,18703404,3467
"1059",15,3,67,37,18722591,18727300,4709
"1062",15,2,75,38,18731196,18734644,3448
"1085",15,3,7,39,18744698,18749031,4333
"1109",15,1,17,40,18755215,18759036,3821
"1125",15,1,59,41,18769026,18772236,3210
"1146",15,1,2,42,18779575,18787937,8362
"1184",15,2,78,43,18808156,18815062,6906
"1218",15,1,32,44,18831732,18835146,3414
"1276",15,1,35,45,18866806,18870222,3416
"1293",15,2,33,46,18877045,18879878,2833
"1329",15,1,56,47,18898237,18902415,4178
"1363",15,3,16,48,18933271,18936558,3287
"1385",15,1,26,49,18942186,18945658,3472
"1417",15,3,82,50,18959326,18963800,4474
"1423",15,1,29,51,18966972,18970022,3050
"1455",15,3,10,52,18983653,18987137,3484
"14910",15,2,48,53,19006166,19009975,3809
"1518",15,3,76,54,19016683,19018924,2241
"1532",15,3,19,55,19030085,19033063,2978
"1563",15,3,40,56,19046346,19049191,2845
"1586",15,1,14,57,19055436,19058335,2899
"16110",15,2,87,58,19070916,19075192,4276
"1678",15,3,46,59,19199357,19201660,2303
"1695",15,2,51,60,19208125,19210897,2772
"17110",15,2,72,61,19220564,19223153,2589
"1756",15,2,3,62,19248078,19251287,3209
"1786",15,3,79,63,19267721,19272250,4529
"1796",15,2,9,64,19276556,19280098,3542
"1836",15,3,28,65,19309068,19311690,2622
"1854",15,1,53,66,19316752,19318722,1970
"1915",15,1,47,67,19369876,19374220,4344
"1956",15,3,13,68,19392929,19396179,3250
"1975",15,2,63,69,19403161,19406702,3541
"1985",15,3,34,70,19409373,19413315,3942
"2004",15,2,42,71,19420133,19423356,3223
"2035",15,2,90,72,19443263,19447388,4125
"2043",15,3,64,73,19451734,19456507,4773
"2066",15,1,68,74,19465559,19469142,3583
"2094",15,2,24,75,19485910,19489928,4018
"2134",15,3,1,76,19508159,19512269,4110
"2164",15,3,4,77,19524524,19527885,3361
"2183",15,3,61,78,19532350,19535446,3096
"2195",15,2,15,79,19539951,19543105,3154
"22110",15,2,18,80,19548605,19552549,3944
"2256",15,2,60,81,19573311,19576004,2693
"2274",15,3,43,82,19580989,19583945,2956
"2296",15,2,21,83,19589777,19592613,2836
"2336",15,2,39,84,19611974,19617678,5704
"2369",15,1,41,85,19630056,19633213,3157
"2401",15,1,5,86,19654704,19658151,3447
"2421",15,3,22,87,19664015,19667119,3104
"2442",15,3,52,88,19675680,19679040,3360
"2467",15,3,70,89,19685395,19688678,3283
"2483",15,1,89,90,19698728,19695910,-2818
"927",16,1,88,1,1253416,1257212,3796
"1117",16,1,37,2,1267431,1270536,3105
"1418",16,3,33,3,1285307,1288405,3098
"1816",16,2,14,4,1311661,1315925,4264
"2119",16,2,50,5,1329529,1333029,3500
"2417",16,1,79,6,1346591,1349614,3023
"257",16,1,52,7,1352874,1357541,4667
"286",16,3,60,8,1372978,1376631,3653
"373",16,2,68,9,1438726,1445638,6912
"395",16,2,71,10,1458654,1464142,5488
"414",16,3,87,11,1476445,1481919,5474
"435",16,1,10,12,1497130,1505092,7962
"476",16,1,76,13,1530001,1534207,4206
"488",16,2,53,14,1539156,1543423,4267
"526",16,3,78,15,1565481,1570863,5382
"546",16,1,7,16,1579882,1583679,3797
"576",16,2,23,17,1597222,1600444,3222
"616",16,3,9,18,1620256,1623928,3672
"638",16,1,13,19,1631015,1635344,4329
"657",16,3,66,20,1640683,1647068,6385
"667",16,2,35,21,1650304,1654592,4288
"686",16,1,16,22,1661239,1668528,7289
"718",16,3,15,23,1682122,1686380,4258
"745",16,3,51,24,1701678,1706638,4960
"785",16,2,41,25,1730346,1735497,5151
"813",16,2,77,26,1906194,1909991,3797
"828",16,3,42,27,1915294,1921253,5959
"854",16,1,40,28,1937093,1940260,3167
"885",16,1,55,29,1955644,1960028,4384
"9110",16,2,86,30,1976047,1981499,5452
"944",16,1,25,31,2016702,2021665,4963
"978",16,3,18,32,2034356,2038860,4504
"1026",16,1,31,33,2072370,2077093,4723
"1091",16,1,85,34,2124124,2128045,3921
"11010",16,2,83,35,2132238,2135925,3687
"1136",16,1,46,36,2154118,2159509,5391
"1164",16,3,6,37,2176513,2180421,3908
"1185",16,2,65,38,2186006,2189214,3208
"1196",16,2,11,39,2191925,2195481,3556
"1235",16,3,84,40,2217474,2221619,4145
"1245",16,2,62,41,2226404,2232118,5714
"1254",16,1,4,42,2235082,2239327,4245
"1294",16,3,24,43,2268981,2273118,4137
"13112",16,3,12,44,2277859,2281252,3393
"1344",16,2,17,45,2294875,2299023,4148
"1364",16,2,59,46,2305489,2308458,2969
"1394",16,3,48,47,2322741,2325739,2998
"1424",16,2,5,48,2339564,2342936,3372
"1463",16,1,22,49,2365416,2369375,3959
"1504",16,2,89,50,2392996,2396049,3053
"1519",16,1,64,51,2399625,2404418,4793
"1528",16,1,19,52,2408623,2412184,3561
"1564",16,2,29,53,2432992,2438195,5203
"1596",16,3,57,54,2452729,2455358,2629
"16111",16,3,81,55,2463291,2467408,4117
"1634",16,3,21,56,2626118,2629744,3626
"1679",16,3,63,57,2650902,2655018,4116
"1686",16,2,8,58,2660910,2666258,5348
"1704",16,3,75,59,2675158,2678698,3540
"17111",16,1,67,60,2682702,2685891,3189
"1735",16,1,43,61,2696891,2700150,3259
"1768",16,1,73,62,2714841,2719295,4454
"1774",16,3,90,63,2724095,2728977,4882
"1797",16,1,70,64,2741603,2746033,4430
"1805",16,3,30,65,2750118,2755412,5294
"1846",16,2,56,66,2778683,2781689,3006
"1863",16,3,54,67,2789124,2794724,5600
"1886",16,3,36,68,2799692,2803028,3336
"1906",16,1,1,69,2809565,2813081,3516
"1927",16,1,49,70,2819530,2822705,3175
"1943",16,2,20,71,2828876,2832532,3656
"1966",16,2,44,72,2837306,2841346,4040
"1997",16,1,82,73,2854976,2858728,3752
"2058",16,1,34,74,2902621,2906165,3544
"2095",16,2,26,75,2928074,2930901,2827
"2135",16,3,72,76,2955556,2959734,4178
"2157",16,2,38,77,2972892,2977248,4356
"2175",16,3,39,78,2984139,2986614,2475
"2196",16,1,28,79,2997651,3001222,3571
"22111",16,2,74,80,3007238,3010286,3048
"2225",16,2,80,81,3014125,3018158,4033
"2236",16,3,45,82,3021646,3027174,5528
"2275",16,3,27,83,3048726,3052390,3664
"2304",16,1,58,84,3065743,3068470,2727
"2324",16,3,69,85,3073903,3077119,3216
"2337",16,1,61,86,3081596,3085031,3435
"2344",16,2,47,87,3088467,3091887,3420
"2418",16,3,3,88,3141806,3145623,3817
"2432",16,2,2,89,3152966,3156655,3689
"2477",16,2,32,90,3201570,3204900,3330
"1219",17,2,1,1,7447067,7450607,3540
"1419",17,3,14,2,7458874,7466147,7273
"1724",17,3,29,3,7479225,7484469,5244
"1916",17,1,6,4,7490637,7495347,4710
"2120",17,1,33,5,7501383,7506460,5077
"2325",17,3,65,6,7511163,7514652,3489
"2419",17,1,87,7,7518530,7522191,3661
"278",17,3,20,8,7541098,7544076,2978
"307",17,2,61,9,7557458,7561856,4398
"314",17,2,82,10,7564481,7569301,4820
"344",17,2,7,11,7582401,7585337,2936
"367",17,2,85,12,7590782,7594042,3260
"387",17,2,19,13,7603100,7606500,3400
"415",17,2,67,14,7618501,7622837,4336
"429",17,1,60,15,7627507,7633157,5650
"458",17,2,58,16,7647132,7649357,2225
"477",17,3,68,17,7654200,7660187,5987
"489",17,1,39,18,7663672,7666081,2409
"507",17,3,74,19,7670397,7674896,4499
"537",17,1,3,20,7691885,7696557,4672
"577",17,1,18,21,7715480,7719254,3774
"598",17,3,89,22,7724092,7727118,3026
"617",17,3,35,23,7735694,7739286,3592
"639",17,2,43,24,7743983,7748846,4863
"658",17,2,37,25,7753868,7757750,3882
"675",17,1,84,26,7763878,7767938,4060
"698",17,1,30,27,7774784,7780999,6215
"719",17,3,86,28,7785057,7788320,3263
"737",17,3,38,29,7799917,7804487,4570
"764",17,1,51,30,7816743,7820415,3672
"798",17,3,2,31,7832064,7836599,4535
"829",17,2,22,32,7851676,7855319,3643
"846",17,1,15,33,7859747,7862671,2924
"879",17,3,71,34,7924681,7927622,2941
"886",17,1,69,35,7930203,7933312,3109
"928",17,3,59,36,7966033,7968928,2895
"945",17,1,57,37,7973687,7977401,3714
"984",17,2,25,38,7999902,8005368,5466
"1027",17,1,63,39,8028075,8031404,3329
"1047",17,3,44,40,8039941,8043851,3910
"1092",17,2,73,41,8075768,8078833,3065
"1126",17,3,11,42,8098745,8101531,2786
"1147",17,2,46,43,8108252,8111345,3093
"1165",17,3,56,44,8118072,8121338,3266
"1197",17,1,54,45,8136234,8138802,2568
"1236",17,3,77,46,8162607,8164890,2283
"1246",17,1,21,47,8167401,8169317,1916
"12610",17,1,42,48,8177829,8180730,2901
"1305",17,3,5,49,8202693,8205912,3219
"1379",17,2,4,50,8243729,8247099,3370
"1395",17,2,31,51,8253959,8258349,4390
"1434",17,2,49,52,8281401,8286268,4867
"1456",17,3,83,53,8294894,8298448,3554
"15110",17,3,62,54,8337673,8343097,5424
"1546",17,1,81,55,8363938,8366920,2982
"1555",17,2,70,56,8372427,8376396,3969
"1574",17,1,48,57,8392661,8394718,2057
"1597",17,3,26,58,8401874,8405429,3555
"16112",17,1,45,59,8412373,8416573,4200
"1654",17,3,53,60,8485415,8488150,2735
"16710",17,3,80,61,8493450,8495942,2492
"1705",17,2,88,62,8513669,8520294,6625
"1725",17,1,9,63,8538228,8541526,3298
"1769",17,1,72,64,8560387,8563491,3104
"1787",17,1,90,65,8576350,8579585,3235
"1817",17,2,55,66,8597605,8600439,2834
"1837",17,3,50,67,8604664,8608232,3568
"1896",17,2,40,68,8643028,8646799,3771
"1928",17,1,75,69,8658186,8661424,3238
"1957",17,1,66,70,8684420,8688712,4292
"1967",17,1,78,71,8693203,8697644,4441
"1986",17,3,17,72,8707785,8712169,4384
"2005",17,1,12,73,8718046,8722982,4936
"2059",17,2,13,74,8748497,8750793,2296
"2073",17,2,16,75,8758661,8761632,2971
"2096",17,2,64,76,8766684,8770600,3916
"2106",17,3,47,77,8773635,8777358,3723
"2124",17,3,41,78,8787685,8790707,3022
"2158",17,3,8,79,8808134,8813038,4904
"2176",17,2,76,80,8818912,8823441,4529
"2184",17,2,34,81,8826279,8830522,4243
"22112",17,1,27,82,8845679,8849353,3674
"2263",17,2,10,83,8875003,8878895,3892
"2285",17,2,52,84,8885528,8889554,4026
"2345",17,2,79,85,8923558,8927450,3892
"2354",17,3,32,86,8931965,8935267,3302
"2385",17,1,24,87,8945674,8950683,5009
"2422",17,1,36,88,8968969,8972116,3147
"2443",17,2,28,89,8979101,8984947,5846
"2468",17,3,23,90,8991849,8994335,2486
"929",18,1,59,1,11464219,11468508,4289
"1220",18,2,21,2,11484516,11490172,5656
"1620",18,1,89,3,11513224,11518134,4910
"1726",18,1,83,4,11522438,11527477,5039
"1917",18,3,85,5,11541492,11547949,6457
"2028",18,1,29,6,11552419,11557893,5474
"2226",18,2,45,7,11564011,11570925,6914
"258",18,3,13,8,11589833,11595077,5244
"287",18,1,86,9,11610342,11615205,4863
"315",18,1,5,10,11637940,11644262,6322
"337",18,2,24,11,11652672,11658054,5382
"374",18,1,38,12,11686244,11694871,8627
"407",18,1,50,13,11711684,11717559,5875
"4210",18,2,60,14,11724772,11729044,4272
"459",18,3,7,15,11744195,11749535,5340
"4810",18,3,1,16,11770841,11776087,5246
"508",18,2,90,17,11782563,11788976,6413
"517",18,3,10,18,11794015,11802568,8553
"555",18,3,31,19,11830412,11839424,9012
"606",18,3,55,20,11872434,11878392,5958
"687",18,1,62,21,11942512,11948906,6394
"705",18,2,63,22,11963824,11968025,4201
"738",18,2,27,23,11996402,12001346,4944
"799",18,2,15,24,12043959,12049594,5635
"814",18,2,78,25,12178196,12182964,4768
"8210",18,3,46,26,12185203,12190548,5345
"847",18,2,3,27,12195885,12200508,4623
"8710",18,3,52,28,12211407,12215924,4517
"9111",18,1,14,29,12238392,12245689,7297
"935",18,2,87,30,12252801,12262526,9725
"979",18,3,76,31,12293674,12298469,4795
"985",18,1,68,32,12301549,12307552,6003
"995",18,1,20,33,12310603,12315245,4642
"1028",18,1,41,34,12327869,12332413,4544
"1048",18,1,11,35,12338742,12343389,4647
"1076",18,3,79,36,12360146,12364285,4139
"11011",18,3,43,37,12381990,12386206,4216
"1137",18,2,51,38,12398050,12407286,9236
"1166",18,2,57,39,12420798,12423910,3112
"1186",18,3,61,40,12430629,12435486,4857
"12110",18,3,34,41,12460015,12464947,4932
"1247",18,2,75,42,12478423,12482947,4524
"1255",18,3,88,43,12488853,12496999,8146
"12611",18,1,77,44,12500426,12504919,4493
"1295",18,2,6,45,12527235,12532069,4834
"1354",18,3,49,46,12568331,12573192,4861
"13710",18,3,73,47,12580465,12585544,5079
"1386",18,1,56,48,12587453,12590928,3475
"1404",18,3,28,49,12596472,12602784,6312
"1464",18,2,18,50,12638368,12643834,5466
"14911",18,3,82,51,12657737,12665073,7336
"1505",18,1,74,52,12668131,12672390,4259
"15111",18,1,44,53,12674329,12678227,3898
"1547",18,2,30,54,12690944,12696428,5484
"1565",18,2,12,55,12701140,12706001,4861
"1598",18,2,54,56,12718300,12724178,5878
"1625",18,1,71,57,12735026,12739273,4247
"1663",18,1,35,58,12960557,12964324,3767
"1687",18,2,81,59,12969957,12975404,5447
"1696",18,2,42,60,12978586,12982724,4138
"1727",18,2,48,61,12996310,12999989,3679
"17410",18,3,22,62,13006861,13011753,4892
"1775",18,1,32,63,13026827,13031173,4346
"1818",18,1,23,64,13049278,13054154,4876
"1847",18,1,17,65,13067629,13076669,9040
"1864",18,3,19,66,13081199,13085645,4446
"1897",18,1,8,67,13099732,13103863,4131
"1934",18,3,25,68,13126053,13132350,6297
"1958",18,1,26,69,13138060,13143082,5022
"1998",18,2,36,70,13164176,13169382,5206
"2029",18,3,67,71,13185749,13190542,4793
"2036",18,1,65,72,13192796,13196314,3518
"2044",18,3,37,73,13198812,13204230,5418
"2067",18,2,33,74,13209532,13213750,4218
"2097",18,3,16,75,13229003,13235187,6184
"21110",18,1,80,76,13242319,13245919,3600
"2125",18,2,9,77,13250137,13253615,3478
"2165",18,2,66,78,13273311,13279087,5776
"2177",18,2,84,79,13281706,13288161,6455
"2197",18,2,72,80,13297270,13303304,6034
"22113",18,1,47,81,13316222,13321271,5049
"2237",18,3,40,82,13328033,13331876,3843
"2264",18,3,58,83,13344783,13349114,4331
"2305",18,2,39,84,13369251,13374304,5053
"2326",18,2,69,85,13379642,13384584,4942
"2355",18,3,70,86,13407379,13413534,6155
"2386",18,1,2,87,13434227,13438929,4702
"2402",18,3,4,88,13443677,13447020,3343
"2454",18,3,64,89,13476891,13482345,5454
"2478",18,1,53,90,13491038,13496625,5587
"930",19,3,48,1,290794,293059,2265
"1626",19,2,2,2,356115,359946,3831
"2030",19,2,53,3,383581,386180,2599
"2327",19,1,79,4,620449,624068,3619
"259",19,2,47,5,636495,639268,2773
"279",19,3,6,6,649982,654397,4415
"295",19,2,71,7,663246,671524,8278
"316",19,2,77,8,681729,684062,2333
"355",19,3,30,9,706356,708356,2000
"375",19,1,43,10,722889,726219,3330
"396",19,2,32,11,732450,737733,5283
"416",19,2,20,12,743203,749125,5922
"4811",19,2,68,13,791650,795318,3668
"509",19,3,9,14,808753,811606,2853
"527",19,3,36,15,819118,821526,2408
"547",19,2,5,16,827718,830099,2381
"622",19,2,65,17,883130,886070,2940
"6310",19,1,13,18,890753,893132,2379
"659",19,3,66,19,904601,910405,5804
"699",19,3,84,20,944369,948770,4401
"706",19,2,56,21,951599,953834,2235
"757",19,3,33,22,986929,989839,2910
"786",19,3,63,23,1002828,1006776,3948
"7910",19,2,23,24,1179535,1183545,4010
"815",19,2,26,25,1246584,1253394,6810
"848",19,2,50,26,1269785,1274514,4729
"865",19,3,42,27,1332527,1337642,5115
"887",19,2,80,28,1344343,1348459,4116
"9112",19,3,45,29,1383377,1386587,3210
"946",19,2,89,30,1410100,1413781,3681
"954",19,2,38,31,1427535,1432017,4482
"9710",19,3,57,32,1442293,1445215,2922
"1017",19,1,34,33,1482797,1491132,8335
"1038",19,3,39,34,1500673,1510940,10267
"1086",19,2,41,35,1664914,1668047,3133
"11012",19,1,52,36,1675830,1679936,4106
"1127",19,1,46,37,1689133,1693894,4761
"1148",19,1,37,38,1699731,1704481,4750
"1167",19,1,49,39,1718067,1723998,5931
"1187",19,3,27,40,1730180,1734246,4066
"1204",19,3,81,41,1740306,1742910,2604
"12111",19,1,16,42,1749298,1751818,2520
"1248",19,3,24,43,1769437,1777068,7631
"12612",19,2,11,44,1783868,1791588,7720
"1296",19,1,88,45,1803178,1810162,6984
"1306",19,1,55,46,1814701,1818727,4026
"1335",19,1,28,47,1835660,1841548,5888
"1355",19,3,90,48,1848355,1853743,5388
"1387",19,1,76,49,1874819,1878322,3503
"1425",19,3,75,50,1917644,1920432,2788
"1435",19,1,82,51,2006212,2010865,4653
"1445",19,1,22,52,2013280,2016680,3400
"14912",19,1,4,53,2046403,2048875,2472
"1529",19,3,15,54,2063216,2067178,3962
"1548",19,1,73,55,2074212,2079914,5702
"1566",19,1,31,56,2091799,2096422,4623
"1587",19,3,51,57,2102616,2108162,5546
"1627",19,1,25,58,2143425,2147557,4132
"1647",19,3,3,59,2151803,2154784,2981
"1736",19,1,58,60,2321777,2324788,3011
"1776",19,2,62,61,2350699,2353548,2849
"1798",19,3,54,62,2377745,2381065,3320
"1819",19,1,7,63,2386841,2390340,3499
"1838",19,2,17,64,2395902,2400476,4574
"1865",19,1,19,65,2413231,2414909,1678
"1898",19,3,60,66,2427543,2430189,2646
"1929",19,2,8,67,2440174,2441973,1799
"1944",19,3,69,68,2450086,2457270,7184
"1968",19,2,35,69,2465107,2466742,1635
"1999",19,3,12,70,2490096,2493847,3751
"2037",19,1,67,71,2516312,2518058,1746
"2045",19,3,72,72,2521156,2527597,6441
"2068",19,3,21,73,2541990,2546382,4392
"2107",19,3,18,74,2675933,2679535,3602
"2126",19,2,83,75,2686262,2688797,2535
"2136",19,1,85,76,2691181,2695128,3947
"2159",19,3,78,77,2703478,2705632,2154
"2166",19,1,1,78,2708338,2710635,2297
"2198",19,2,29,79,2725054,2732756,7702
"2227",19,2,74,80,2746865,2749773,2908
"2238",19,1,61,81,2752206,2754928,2722
"2243",19,1,70,82,2757500,2760091,2591
"2257",19,3,87,83,2762373,2764272,1899
"2286",19,2,14,84,2778088,2781320,3232
"2356",19,2,44,85,2821228,2823349,2121
"24110",19,2,86,86,2857452,2859785,2333
"2423",19,1,64,87,2863759,2865545,1786
"2433",19,1,40,88,2868429,2869617,1188
"2455",19,2,59,89,2876576,2878321,1745
"2479",19,1,10,90,2884131,2888793,4662
"1010",20,1,69,1,8108934,8113443,4509
"1118",20,3,59,2,8115862,8121067,5205
"1420",20,3,8,3,8135447,8141211,5764
"1628",20,1,15,4,8146969,8154291,7322
"1820",20,1,48,5,8161085,8166195,5110
"2328",20,1,60,6,8195754,8199646,3892
"262",20,1,27,7,8214894,8221630,6736
"288",20,3,44,8,8227550,8232884,5334
"308",20,1,33,9,8240038,8245676,5638
"325",20,3,77,10,8251728,8256888,5160
"338",20,3,41,11,8259316,8262997,3681
"368",20,1,66,12,8275677,8281517,5840
"397",20,2,49,13,8300661,8306797,6136
"4211",20,3,65,14,8320381,8323301,2920
"442",20,2,37,15,8335686,8340885,5199
"467",20,3,26,16,8346193,8350149,3956
"494",20,3,23,17,8364973,8369582,4609
"518",20,1,54,18,8374869,8380970,6101
"538",20,2,85,19,8385863,8391830,5967
"548",20,2,82,20,8395195,8403534,8339
"556",20,1,30,21,8405907,8411223,5316
"599",20,1,39,22,8431885,8436298,4413
"618",20,2,10,23,8441475,8446862,5387
"6311",20,1,3,24,8452447,8456201,3754
"6510",20,3,11,25,8463405,8472038,8633
"676",20,1,57,26,8477078,8480527,3449
"707",20,1,63,27,8492783,8497247,4464
"7110",20,2,7,28,8499860,8503641,3781
"746",20,2,31,29,8520259,8526271,6012
"778",20,3,38,30,8538129,8544727,6598
"7911",20,3,2,31,8550479,8555239,4760
"849",20,1,6,32,8582919,8587415,4496
"896",20,3,83,33,8802712,8810911,8199
"905",20,2,76,34,8813225,8818143,4918
"936",20,2,4,35,8835903,8844298,8395
"955",20,3,71,36,8849825,8856746,6921
"9711",20,3,29,37,8869372,8874136,4764
"996",20,1,9,38,8879002,8882866,3864
"1029",20,2,58,39,8896379,8899224,2845
"1049",20,3,89,40,8905048,8908476,3428
"1063",20,1,42,41,8919985,8924947,4962
"11013",20,2,43,42,8945420,8950763,5343
"1149",20,1,51,43,8976128,8981011,4883
"1198",20,1,12,44,9014779,9018943,4164
"1226",20,1,72,45,9032926,9039452,6526
"1237",20,2,19,46,9043261,9047068,3807
"1285",20,3,80,47,9078011,9083140,5129
"1297",20,1,90,48,9086400,9091061,4661
"13210",20,1,81,49,9110871,9115288,4417
"1345",20,1,87,50,9128480,9139213,10733
"1356",20,2,25,51,9144039,9151277,7238
"1388",20,2,16,52,9165415,9170069,4654
"1405",20,3,86,53,9177508,9181197,3689
"14110",20,1,21,54,9184210,9189189,4979
"1436",20,3,20,55,9195120,9200438,5318
"1465",20,1,84,56,9217025,9221451,4426
"1485",20,3,32,57,9234820,9239169,4349
"1506",20,2,46,58,9243924,9249337,5413
"1549",20,3,62,59,9272523,9280913,8390
"1556",20,3,14,60,9283474,9292719,9245
"1588",20,1,45,61,9305872,9312806,6934
"1603",20,2,70,62,9318137,9321980,3843
"1629",20,3,35,63,9330395,9333767,3372
"1664",20,1,24,64,9352691,9357328,4637
"1697",20,2,55,65,9373039,9377023,3984
"17112",20,2,22,66,9590526,9596850,6324
"17411",20,2,1,67,9611654,9620359,8705
"1788",20,3,68,68,9639554,9646082,6528
"1799",20,3,5,69,9648306,9655263,6957
"18110",20,1,18,70,9660582,9665986,5404
"1899",20,2,61,71,9723030,9728458,5428
"1918",20,1,36,72,9740412,9748329,7917
"1935",20,2,40,73,9754147,9756595,2448
"1959",20,2,64,74,9761906,9767643,5737
"1976",20,1,75,75,9779851,9784601,4750
"19910",20,2,34,76,9794224,9800667,6443
"20111",20,3,47,77,9805808,9808734,2926
"20510",20,3,50,78,9833912,9842308,8396
"2086",20,3,17,79,9854460,9859596,5136
"2127",20,3,56,80,9885269,9889972,4703
"2167",20,3,74,81,9915709,9920304,4595
"2258",20,2,28,82,9985951,9989913,3962
"2276",20,2,67,83,9995358,10000606,5248
"2297",20,2,52,84,10008315,10012622,4307
"23111",20,1,78,85,10018630,10023481,4851
"2338",20,2,79,86,10032449,10037226,4777
"2346",20,2,73,87,10040683,10044041,3358
"2387",20,2,13,88,10073647,10076936,3289
"24111",20,2,88,89,10091687,10096502,4815
"2434",20,3,53,90,10107611,10112886,5275
"937",21,2,18,1,10848211,10852824,4613
"1227",21,3,40,2,10866237,10869766,3529
"1426",21,3,67,3,10873758,10877014,3256
"1520",21,2,24,4,10880111,10883798,3687
"1826",21,2,9,5,10894317,10898086,3769
"2128",21,3,25,6,10911783,10915174,3391
"2510",21,1,65,7,10935105,10939262,4157
"263",21,2,3,8,10942725,10946310,3585
"289",21,3,88,9,10951472,10955943,4471
"296",21,2,33,10,10958382,10961591,3209
"317",21,1,32,11,10969131,10971863,2732
"408",21,2,72,12,11025244,11027935,2691
"417",21,1,14,13,11030461,11035859,5398
"443",21,2,60,14,11046802,11049640,2838
"478",21,1,26,15,11065620,11069652,4032
"519",21,3,85,16,11089611,11094459,4848
"557",21,1,56,17,11117445,11121120,3675
"607",21,3,76,18,11147553,11152112,4559
"623",21,2,63,19,11163263,11166081,2818
"6511",21,1,41,20,11180018,11183390,3372
"677",21,1,35,21,11188606,11191289,2683
"6910",21,3,58,22,11196134,11197905,1771
"7111",21,3,49,23,11203263,11205393,2130
"739",21,1,83,24,11210813,11213905,3092
"747",21,1,62,25,11216706,11220869,4163
"787",21,2,81,26,11248554,11252433,3879
"805",21,3,19,27,11375289,11378019,2730
"855",21,2,87,28,11402590,11406398,3808
"866",21,2,84,29,11409791,11413987,4196
"888",21,1,20,30,11424592,11428267,3675
"9113",21,1,47,31,11440355,11442795,2440
"956",21,1,50,32,11462728,11466323,3595
"997",21,2,6,33,11484327,11487572,3245
"10410",21,1,68,34,11513699,11517718,4019
"1064",21,2,51,35,11525507,11528196,2689
"1087",21,1,38,36,11534764,11538325,3561
"11014",21,3,79,37,11544061,11547716,3655
"1119",21,3,7,38,11550269,11552436,2167
"11410",21,3,43,39,11566289,11568740,2451
"1168",21,1,11,40,11572798,11575805,3007
"1188",21,3,10,41,11580691,11584309,3618
"1205",21,1,2,42,11592276,11595693,3417
"1238",21,3,82,43,11607367,11610413,3046
"1249",21,3,28,44,11614136,11617853,3717
"1277",21,1,23,45,11627554,11629861,2307
"1307",21,3,13,46,11642266,11645261,2995
"13211",21,2,27,47,11652395,11655501,3106
"13711",21,1,59,48,11681960,11683786,1826
"1396",21,3,22,49,11688777,11691432,2655
"14111",21,2,78,50,11695716,11698585,2869
"1427",21,1,86,51,11702410,11705958,3548
"1437",21,3,34,52,11709014,11712724,3710
"1457",21,2,42,53,11718058,11721270,3212
"1475",21,2,45,54,11729568,11734823,5255
"1507",21,3,4,55,11748845,11752948,4103
"15210",21,1,29,56,11758690,11762793,4103
"1575",21,2,48,57,11789557,11792271,2714
"16113",21,1,5,58,11812426,11814695,2269
"1655",21,3,61,59,11833581,11838499,4918
"1665",21,3,52,60,11841834,11844967,3133
"1688",21,2,21,61,12005661,12011385,5724
"17412",21,2,39,62,12038441,12040913,2472
"17610",21,3,16,63,12045608,12048905,3297
"1806",21,2,12,64,12067178,12070370,3192
