"","X","sub","item","cond.x","seq","SFIX","EFIX","xPos","yPos","fix_num","fix_dur","sacc_dur","sent","line","word","word.1","char_trial","char_line","wordID","land_pos","sacc_len","outOfBnds","outsideText","time_since_start","reMapped","word_line","max_char_line","regress","regress2nd","Rtn_sweep","Rtn_sweep_type","filename","prev_RS","next_RS","prevChar","nextChar","prevX","nextX","prevY","prev_max_char_line","launchSite","landStart","undersweep_prob","prevEFIX","...1","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD","started_afterEFIX","DS_in_RS","cond.y","offset","Rtnsweep_land_char","corr_sacc_land","corr_sacc_land_char"
"3409",64092,40,60,3,23,1362616,1362793,502.7,674,6,177,73,1,2,11,11,65,7,"tremendous",7,50,0,0,1203,0,1,46,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,57,21,1398,760.9,522.8,58,1,7,0,1362542,3533,618,1362568,1362570,1362571,1,3,"SFIX",1362616,-45,-37,TRUE,1,3,441,4,NA,NA
"3410",54153,40,61,1,71,2373141,2373358,498.5,685.5,5,217,63,1,2,14,14,64,10,"gentle",6,39,0,0,1180,0,2,35,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,49,22,1202,709.7,487.5,54,5,10,0,2372971,3581,618,2373101,2373103,2373105,2,4,"SFIX",2373141,-36,-28,TRUE,1,1,329,10,NA,NA
"3411",64113,40,62,2,40,1833231,1833352,460.2,721.7,6,121,72,1,2,16,16,79,12,"ship",1,49,0,0,1840,0,3,37,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,61,7,1345.6,372.4,515.9,67,6,12,1,1833158,3550,618,1833185,1833187,1833189,2,4,"SFIX",1833231,-42,-34,TRUE,1,2,198,15,372.4,10
"3412",44244,40,63,3,34,1717369,1717580,594.6,747.6,4,211,65,1,2,11,11,66,12,"preparation",9,35,0,0,1299,0,2,35,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,47,29,1217.8,909.5,542.1,54,7,12,0,1717303,3544,618,1717321,1717323,1717324,1,3,"SFIX",1717369,-45,-37,TRUE,1,3,443,9,NA,NA
"3413",54151,40,64,1,69,2355043,2355229,448.6,727.4,5,186,73,1,2,14,14,76,10,"protect",6,49,0,0,1869,0,2,51,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,59,26,1333.3,747.2,529.4,66,7,10,0,2354969,3579,618,2354993,2354996,2355000,4,7,"SFIX",2355043,-43,-35,TRUE,1,1,283,10,NA,NA
"3414",64141,40,65,2,68,2349737,2349947,485.9,764.3,6,210,71,1,2,13,13,65,11,"spirits",3,41,0,0,1408,0,3,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,52,27,1217.7,770.9,536.4,54,2,11,0,2349571,3578,618,2349684,2349687,2349688,1,4,"SFIX",2349737,-49,-41,TRUE,1,2,244,14,NA,NA
"3415",64154,40,66,3,81,2526064,2526262,552,780.8,6,198,74,1,2,20,20,80,14,"had",0,49,0,0,1182,0,5,54,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,63,36,1435.6,945.6,556.7,66,3,14,0,2525989,3591,618,2526010,2526013,2526019,6,9,"SFIX",2526064,-45,-37,TRUE,1,3,359,11,NA,NA
"3416",54099,40,67,1,22,1352349,1352453,549.1,727.1,5,104,65,1,2,13,13,67,13,"great",5,39,0,0,1153,0,3,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,52,6,1239.8,421.4,517.6,54,2,13,1,1352283,3532,618,1352304,1352307,1352308,1,4,"SFIX",1352349,-41,-33,TRUE,1,1,321,13,421.4,6
"3417",54172,40,68,2,90,2632777,2633001,407.8,738.2,5,224,72,1,2,16,16,79,12,"order",4,46,0,0,1345,0,3,59,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,58,29,1245.5,718.7,517,67,9,12,0,2632704,3600,618,2632729,2632732,2632733,1,4,"SFIX",2632777,-44,-36,TRUE,1,2,152,15,NA,NA
"3418",54154,40,69,3,72,2403823,2403972,470.2,757.4,5,149,70,1,2,14,14,64,9,"high",3,41,0,0,1254,0,3,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,50,25,1200.3,759.1,547.5,55,5,9,0,2403752,3582,618,2403772,2403775,2403776,1,4,"SFIX",2403823,-47,-39,TRUE,1,3,365,6,NA,NA
"3419",64159,40,70,1,86,2591431,2591668,557.4,745.3,6,237,73,1,2,16,16,76,10,"commotion",3,50,0,0,1498,0,3,68,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,60,21,1460.6,760.3,520.6,66,6,10,0,2591357,3596,618,2591382,2591385,2591386,1,4,"SFIX",2591431,-45,-37,TRUE,1,1,392,10,NA,NA
"3420",74122,40,71,2,58,2233183,2233368,406.1,733.9,7,185,67,1,2,13,13,61,6,"after",1,43,0,0,3274,0,2,43,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,49,20,1174.3,649.8,532.2,55,6,6,0,2233115,3568,618,2233143,2233145,2233147,2,4,"SFIX",2233183,-36,-28,TRUE,1,2,246,9,NA,NA
"3421",64084,40,72,3,15,1263122,1263283,554,723.8,6,161,73,1,2,15,15,79,13,"friend",1,51,0,0,1410,0,4,42,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,64,23,1458.9,728.2,506.3,66,2,13,0,1263048,3525,618,1263076,1263079,1263080,1,4,"SFIX",1263122,-42,-34,TRUE,1,3,378,10,NA,NA
"3422",54164,40,73,1,82,2531251,2531342,462.8,689.2,5,91,64,1,2,10,10,68,15,"playing",7,36,0,0,1928,0,3,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,51,11,1111.5,392.4,513.6,53,2,15,1,2531186,3592,618,2531210,2531213,2531214,1,4,"SFIX",2531251,-37,-29,TRUE,1,1,207,15,392.4,11
"3423",74118,40,74,2,54,2024410,2024583,418.6,768.7,7,173,79,1,2,13,13,77,11,"over",4,54,0,0,1740,0,2,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,65,4,1387.5,296.7,563.9,66,1,11,1,2024330,3564,618,2024351,2024354,2024355,1,4,"SFIX",2024410,-55,-47,TRUE,1,2,175,14,296.7,7
"3424",54146,40,75,3,64,2321355,2321529,480.7,760.9,5,174,67,1,2,12,12,64,11,"long",0,38,0,0,1096,0,3,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,49,23,1175.3,689.8,521.8,53,4,11,0,2321185,3574,618,2321308,2321311,2321312,1,4,"SFIX",2321355,-43,-35,TRUE,1,3,348,8,NA,NA
"3425",54091,40,76,1,14,1258808,1259007,530.1,736.3,5,199,69,1,2,14,14,79,14,"very",4,47,0,0,1578,0,3,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,61,20,1380,646.8,525.2,65,4,14,0,1258738,3524,618,1258761,1258763,1258765,2,4,"SFIX",1258808,-43,-35,TRUE,1,1,289,14,NA,NA
"3426",54171,40,77,2,89,2616119,2616292,536.2,698.2,5,173,63,1,2,13,13,70,15,"opinions",3,32,0,0,1321,0,3,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,47,8,1124,410.7,523.1,55,8,15,1,2616055,3599,618,2616076,2616079,2616081,2,5,"SFIX",2616119,-38,-30,TRUE,1,2,228,18,410.7,11
"3427",64116,40,78,3,43,1864700,1864823,400.3,756.3,6,123,73,1,2,14,14,77,11,"to",0,48,0,0,1408,0,3,38,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,59,9,1267,371.3,541.5,66,7,11,1,1864626,3553,618,1864647,1864650,1864651,1,4,"SFIX",1864700,-49,-41,TRUE,1,3,274,8,371.3,6
"3428",64077,40,79,1,8,1158241,1158466,379.8,705,6,225,71,1,2,13,13,61,8,"after",0,41,0,0,1919,0,2,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,49,20,1118.8,598.7,515.4,53,4,8,0,1158169,3518,618,1158195,1158198,1158205,7,10,"SFIX",1158241,-36,-28,TRUE,1,1,254,7,NA,NA
"3429",84074,40,80,2,12,1223525,1223727,569.9,688.4,8,202,67,1,2,15,15,78,13,"around",1,51,0,0,4263,0,4,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,64,23,1488.1,748.6,542.6,65,1,13,0,1223457,3522,618,1223483,1223486,1223492,6,9,"SFIX",1223525,-33,-25,TRUE,1,2,294,16,NA,NA
"3430",44275,40,81,3,65,2325374,2325606,514.4,755.7,4,232,64,1,2,12,12,65,11,"parents",5,37,0,0,1155,0,2,60,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,48,27,1178.1,798.2,533.3,54,6,11,0,2325309,3575,618,2325327,2325329,2325331,2,4,"SFIX",2325374,-43,-35,TRUE,1,3,374,8,NA,NA
"3431",74142,40,82,1,78,2504936,2505130,440.4,722,7,194,73,1,2,12,12,74,9,"she",3,49,0,0,2551,0,2,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,58,5,1321.3,376,531.9,65,7,9,1,2504862,3588,618,2504373,2504373,2504379,6,6,"SFIX",2504435,-56,-48,FALSE,0,1,292,9,376,5
"3432",64126,40,83,2,53,2018982,2019241,475,759.1,6,259,68,1,2,12,12,65,10,"charity",6,43,0,0,7335,0,2,57,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,53,3,1239.9,346.7,523,55,2,10,1,2018913,3563,618,2018933,2018936,2018941,5,8,"SFIX",2018982,-41,-33,TRUE,1,2,249,13,346.7,6
"3433",64089,40,84,3,20,1334342,1334539,409.1,730.4,6,197,77,1,2,13,13,74,8,"three",3,58,0,0,3622,0,2,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,66,16,1460.9,560.1,525.2,66,0,8,0,1334264,3530,618,1334291,1334294,1334296,2,5,"SFIX",1334342,-46,-38,TRUE,1,3,329,5,NA,NA
"3434",64112,40,85,1,39,1826849,1827033,490.3,737,6,184,66,1,2,13,13,65,10,"had",2,39,0,0,1360,0,3,49,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,49,21,1193.6,685.9,507.1,55,6,10,0,1826782,3549,618,1826804,1826806,1826810,4,6,"SFIX",1826849,-39,-31,TRUE,1,1,314,10,NA,NA
"3435",74152,40,86,2,88,2611390,2611614,581.7,726.9,7,224,63,1,2,16,16,78,13,"designed",5,50,0,0,2464,0,3,46,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,63,26,1479.2,816,513.5,65,2,13,0,2611326,3598,618,2611351,2611353,2611355,2,4,"SFIX",2611390,-35,-27,TRUE,1,2,305,16,NA,NA
"3436",54148,40,87,3,66,2331314,2331474,456.8,722.4,5,160,71,1,2,15,15,63,9,"heard",0,40,0,0,3070,0,3,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,49,17,1194.4,608.2,506.9,54,5,9,0,2331242,3576,618,2331268,2331270,2331272,2,4,"SFIX",2331314,-42,-34,TRUE,1,3,367,5,NA,NA
"3437",64080,40,88,1,11,1209096,1209315,475.2,749.7,6,219,73,1,2,14,14,76,11,"mother",2,50,0,0,1467,0,3,62,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT40.asc",0,0,61,25,1377.2,726.9,536.5,65,4,11,0,1209022,3521,618,1209043,1209046,1209047,1,4,"SFIX",1209096,-49,-41,TRUE,1,1,284,11,NA,NA
"3438",74113,40,89,2,49,1974589,1974734,596.5,710.7,7,145,64,1,2,13,13,67,13,"accidentally",5,37,0,0,1933,0,3,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,50,5,1260.8,454.1,524.3,54,4,13,1,1974524,3559,618,1974547,1974549,1974557,8,10,"SFIX",1974589,-32,-24,TRUE,1,2,315,16,454.1,8
"3439",84065,40,90,3,3,1088950,1089093,534.2,695.8,8,143,77,1,2,13,13,75,10,"her",0,NA,0,0,1891,0,2,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT40.asc",0,0,NA,10,1555.7,530.8,510.7,65,NA,10,1,1088872,3513,618,1088898,1088900,1088902,2,4,"SFIX",1088950,-48,-40,TRUE,1,3,419,7,530.8,7
"3440",84175,41,1,3,22,2150855,2151094,449.6,735.6,8,239,86,1,2,12,12,64,10,"fans",4,NA,0,0,4165,0,2,63,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,NA,5,1251.7,362.1,544.4,54,NA,10,1,2150768,3622,618,2149994,2150005,2150006,1,12,"SFIX",2150211,-205,-197,FALSE,0,3,328,7,362.1,2
"3441",133384,41,2,1,41,2734672,2734949,400.6,714.4,13,277,89,1,2,15,15,75,8,"busy",0,50,0,0,5307,0,3,42,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,58,22,1304.5,663,502,67,9,8,0,2734582,3641,618,2732533,2732533,2732534,1,1,"SFIX",2732591,-57,-49,FALSE,0,1,268,8,NA,NA
"3442",153229,41,3,2,7,1748586,1748714,322.8,725.5,15,128,78,1,2,13,13,61,6,"festival",0,45,0,0,6831,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,51,2,1140,242.3,527.3,55,4,6,1,1748507,3607,618,1746853,1746869,1746871,2,18,"SFIX",1747067,-196,-188,FALSE,0,2,169,9,242.3,5
"3443",133351,41,4,3,8,1780898,1781003,511,730.7,13,105,76,1,2,16,16,83,16,"the",0,50,0,0,4012,0,4,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,66,9,1397,385.3,515.2,67,1,16,1,1780821,3608,618,1780842,1780845,1780846,1,4,"SFIX",1780898,-52,-44,TRUE,1,3,281,13,385.3,6
"3444",74239,41,5,1,85,3791917,3792125,356,705,7,208,80,1,2,12,12,63,8,"some",2,42,0,0,1899,0,2,47,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,50,20,1105.3,568.8,489,55,5,8,0,3791836,3685,618,3791876,3791879,3791880,1,4,"SFIX",3791917,-37,-29,TRUE,1,1,223,8,NA,NA
"3445",94154,41,6,2,5,1692469,1692577,436.7,755.9,9,108,81,1,2,13,13,77,11,"she",3,52,0,0,3285,0,2,53,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,63,3,1373.4,298.2,531.8,66,3,11,1,1692387,3605,618,1692411,1692414,1692416,2,5,"SFIX",1692469,-53,-45,TRUE,1,2,193,14,298.2,6
"3446",74185,41,7,3,31,2562153,2562374,426.9,725.3,7,221,81,1,2,14,14,63,9,"light",1,41,0,0,2169,0,3,40,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,50,22,1179.3,666.9,572.5,54,4,9,0,2561794,3631,618,2561940,2561952,2561954,2,14,"SFIX",2561989,-35,-27,TRUE,1,3,336,6,NA,NA
"3447",84207,41,8,1,54,3105514,3105671,434.6,686.1,8,157,71,1,2,17,17,75,10,"whole",0,41,0,0,2280,0,3,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,51,5,1175.1,348.3,490.1,65,14,10,1,3105442,3654,618,3105467,3105468,3105470,2,3,"SFIX",3105514,-44,-36,TRUE,1,1,260,10,348.3,5
"3448",94213,41,9,2,64,3403731,3403884,511.1,704.8,9,153,85,1,2,12,12,60,7,"barking",2,42,0,0,2684,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,49,3,1271,443.3,509.6,53,4,7,1,3403645,3664,618,3403681,3403684,3403688,4,7,"SFIX",3403731,-43,-35,TRUE,1,2,344,10,443.3,6
"3449",104223,41,10,3,74,3570742,3570951,540.6,709.6,10,209,82,1,2,16,16,76,10,"Massachusetts",1,54,0,0,2466,0,3,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,64,24,1522,796,500,66,2,10,0,3570561,3674,618,3570693,3570696,3570700,4,7,"SFIX",3570742,-42,-34,TRUE,1,3,427,7,NA,NA
"3450",94206,41,11,1,57,3321141,3321341,565.8,714.5,9,200,70,1,2,15,15,64,10,"they",2,41,0,0,2326,0,3,34,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,51,5,1297.5,480.7,511.8,54,3,10,1,3321070,3657,618,3321094,3321097,3321098,1,4,"SFIX",3321141,-43,-35,TRUE,1,1,393,10,480.7,5
"3451",94199,41,12,2,50,2957989,2958115,450.3,725.7,9,126,85,1,2,16,16,71,6,"indoors",1,52,0,0,2429,0,2,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,58,3,1391.6,397.1,512.4,65,7,6,1,2957903,3650,618,2956654,2956661,2956663,2,9,"SFIX",2956700,-37,-29,FALSE,0,2,296,9,397.1,6
"3452",114850,41,13,3,87,3851137,3851427,409.4,745.3,11,290,85,2,2,12,12,60,5,"he",2,43,0,0,4027,0,2,46,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,48,10,1186.6,505.3,531.7,55,7,5,0,3851051,3687,618,3851097,3851100,3851104,4,7,"SFIX",3851137,-33,-25,TRUE,1,3,384,2,NA,NA
"3453",123569,41,14,1,29,2526730,2526816,416.6,714.8,12,86,91,1,2,15,15,77,12,"been",4,53,0,0,3730,0,3,56,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,65,5,1374.8,293.7,514.4,65,0,12,1,2526638,3629,618,2526664,2526667,2526668,1,4,"SFIX",2526730,-62,-54,TRUE,1,1,215,12,293.7,5
"3454",104194,41,15,2,45,2845860,2845987,521,718.4,10,127,73,1,2,14,14,61,8,"wallet",4,41,0,0,2910,0,2,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,49,1,1254.5,384.8,501.1,53,4,8,1,2845786,3645,618,2845810,2845813,2845814,1,4,"SFIX",2845860,-46,-38,TRUE,1,2,324,11,384.8,4
"3455",94219,41,16,3,70,3505246,3505421,306.3,722.6,9,175,88,1,2,15,15,72,5,"probably",1,60,0,0,3027,0,2,67,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,65,22,1377.7,595.7,490.2,67,2,5,0,3505035,3670,618,3505194,3505197,3505198,1,4,"SFIX",3505246,-48,-40,TRUE,1,3,272,2,NA,NA
"3456",104209,41,17,1,60,3354982,3355266,372.9,675,10,284,75,1,2,12,12,58,4,"bothered",0,43,0,0,2647,0,2,61,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,47,16,1134.4,584.6,503.6,54,7,4,0,3354906,3660,618,3354948,3354950,3354952,2,4,"SFIX",3354982,-30,-22,TRUE,1,1,302,4,NA,NA
"3457",133387,41,18,2,44,2829884,2829976,441,742.6,13,92,86,1,2,18,18,77,12,"towards",1,48,0,0,3498,0,3,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,60,4,1320.2,301.9,494.8,65,5,12,1,2829797,3644,618,2828114,2828121,2828123,2,9,"SFIX",2828161,-38,-30,FALSE,0,2,189,14,301.9,7
"3458",104216,41,19,3,67,3452766,3453020,495.9,679.2,10,254,77,1,2,13,13,66,12,"forgotten",8,NA,0,0,4520,0,2,43,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,NA,30,1276.9,820.2,519.2,54,NA,12,0,3452242,3667,618,3450524,3450530,3450536,6,12,"SFIX",3450568,-32,-24,FALSE,0,3,339,9,NA,NA
"3459",104222,41,20,1,73,3550725,3550845,451.1,683.6,10,120,66,1,2,14,14,78,12,"dramatic",3,33,0,0,2731,0,4,37,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,45,5,1040.1,320.5,500.6,66,21,12,1,3550658,3673,618,3550687,3550689,3550691,2,4,"SFIX",3550725,-34,-26,TRUE,1,1,240,12,320.5,5
"3460",74231,41,21,2,77,3635100,3635210,430.2,715.2,7,110,67,1,2,13,13,61,7,"now",3,39,0,0,2499,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,46,NA,1141.1,317.4,507.2,54,8,7,1,3635032,3677,618,3635054,3635057,3635058,1,4,"SFIX",3635100,-42,-34,TRUE,1,2,267,10,317.4,3
"3461",123596,41,22,3,56,3146133,3146318,305.3,726.9,12,185,86,1,2,17,17,73,6,"to",2,57,0,0,6143,0,2,36,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,63,17,1321.1,496.6,487.5,67,4,6,0,3146046,3656,618,3146076,3146080,3146081,1,5,"SFIX",3146133,-52,-44,TRUE,1,3,255,3,NA,NA
"3462",74220,41,23,1,66,3439291,3439431,455.9,739.9,7,140,79,1,2,15,15,64,10,"his",3,41,0,0,2350,0,3,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,51,7,1196.9,404.2,577.4,54,3,10,1,3438865,3666,618,3438887,3438897,3438898,1,11,"SFIX",3439095,-197,-189,TRUE,1,1,281,10,404.2,7
"3463",94217,41,24,2,68,3472901,3473190,372.4,720.2,9,289,83,1,2,14,14,74,9,"disappointed",4,51,0,0,2779,0,2,69,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,60,31,1295.8,780,511.6,65,5,9,0,3472708,3668,618,3472847,3472850,3472852,2,5,"SFIX",3472901,-49,-41,TRUE,1,2,173,12,NA,NA
"3464",64209,41,25,3,46,2879975,2880197,483.7,744.7,6,222,82,1,2,12,12,62,8,"claimed",4,41,0,0,3164,0,2,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,49,21,1227.6,720.1,522.3,54,5,8,0,2879892,3646,618,2879916,2879919,2879920,1,4,"SFIX",2879975,-55,-47,TRUE,1,3,409,5,NA,NA
"3465",74178,41,26,1,24,2227286,2227402,555.5,734.6,7,116,93,1,2,16,16,75,10,"parents",0,52,0,0,2144,0,3,52,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,62,6,1488,482.9,523.9,65,3,10,1,2227192,3624,618,2227212,2227214,2227221,7,9,"SFIX",2227286,-65,-57,TRUE,1,1,377,10,482.9,6
"3466",84211,41,27,2,58,3333782,3334011,254.4,698.8,8,229,89,1,2,11,11,58,3,"restaurant",3,44,0,0,2613,0,1,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,47,15,1060.4,476.4,515,55,8,3,0,3333692,3658,618,3332478,3332488,3332494,6,16,"SFIX",3332684,-190,-182,FALSE,0,2,161,6,NA,NA
"3467",74207,41,29,1,53,3082626,3082864,436.6,742,7,238,77,1,2,11,11,61,8,"all",0,42,0,0,1953,0,2,68,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,50,22,1201.9,687.9,528,53,3,8,0,3082548,3653,618,3082571,3082574,3082575,1,4,"SFIX",3082626,-51,-43,TRUE,1,1,306,8,NA,NA
"3468",133392,41,30,2,49,2940918,2941065,552,714.1,13,147,98,1,2,14,14,76,9,"the",2,55,0,0,3529,0,2,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,64,3,1548.3,436.8,495.5,67,3,9,1,2940819,3649,618,2940851,2940854,2940855,1,4,"SFIX",2940918,-63,-55,TRUE,1,2,344,12,436.8,6
"3469",44323,41,31,3,23,2214027,2214235,672.3,728.4,4,208,64,1,2,14,14,74,21,"showing",6,21,0,0,3208,0,4,70,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,42,17,1052.6,599.3,535.1,53,11,21,1,2213962,3623,618,2213986,2213988,2213994,6,8,"SFIX",2214027,-33,-25,TRUE,1,3,361,18,599.3,14
"3470",84242,41,32,1,89,3906308,3906427,314.2,716,8,119,85,1,2,15,15,74,7,"the",1,55,0,0,2514,0,2,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,62,3,1315.9,242.7,518.8,67,5,7,1,3906222,3689,618,3906258,3906261,3906266,5,8,"SFIX",3906308,-42,-34,TRUE,1,1,206,7,242.7,3
"3471",84231,41,33,2,78,3689302,3689482,327.2,727.3,8,180,84,1,2,11,11,59,6,"in",1,44,0,0,2589,0,2,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,50,3,1124.7,278.7,498.8,53,3,6,1,3689217,3678,618,3689245,3689246,3689248,2,3,"SFIX",3689302,-54,-46,TRUE,1,2,180,9,278.7,6
"3472",74171,41,34,3,17,1976329,1976517,422.4,755.2,7,188,90,1,2,15,15,75,9,"visiting",0,51,0,0,1991,0,3,55,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT42.asc",0,0,60,20,1347.4,618.4,517,66,6,9,0,1976238,3617,618,1976260,1976263,1976264,1,4,"SFIX",1976329,-65,-57,TRUE,1,3,326,6,NA,NA
"3473",74230,41,35,1,76,3623454,3623618,396.8,720.7,7,164,62,1,2,12,12,62,8,"inside",1,31,0,0,2324,0,2,51,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,39,5,949.5,350,522.9,54,15,8,1,3623391,3676,618,3623413,3623416,3623421,5,8,"SFIX",3623454,-33,-25,TRUE,1,1,266,8,350,5
"3474",114754,41,36,2,39,2674978,2675134,401.6,681.3,11,156,90,1,2,14,14,73,8,"overlooking",8,53,0,0,3010,0,1,52,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,61,4,1363,325.9,493.5,65,4,8,1,2674887,3639,618,2674928,2674931,2674935,4,7,"SFIX",2674978,-43,-35,TRUE,1,2,215,11,325.9,7
"3475",74188,41,37,3,34,2601290,2601434,430.6,710.2,7,144,81,1,2,13,13,67,12,"heard",3,40,0,0,2554,0,3,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,52,6,1149.1,325.2,522.1,55,3,12,1,2601208,3634,618,2600417,2600423,2600428,5,11,"SFIX",2600467,-39,-31,FALSE,0,3,277,9,325.2,3
"3476",94208,41,38,1,59,3344046,3344155,586.9,695.7,9,109,82,1,2,18,18,77,11,"park",4,51,0,0,2034,0,3,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,62,5,1506.5,476.1,509.1,66,4,11,1,3343963,3659,618,3344004,3344007,3344008,1,4,"SFIX",3344046,-38,-30,TRUE,1,1,395,11,476.1,5
"3477",84233,41,39,2,80,3729560,3729716,404.5,681.9,8,156,65,1,2,13,13,63,9,"and",3,38,0,0,4338,0,2,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,47,4,1099.1,324.9,495.3,54,7,9,1,3729412,3680,618,3729539,3729541,3729544,3,5,"SFIX",3729560,-16,-8,TRUE,1,2,204,12,324.9,7
"3478",94151,41,40,3,2,1635108,1635267,517.7,771.3,9,159,89,1,2,13,13,75,10,"another",5,54,0,0,4848,0,2,32,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT42.asc",0,0,64,10,1486.8,507.2,519.6,65,1,10,1,1635018,3602,618,1635037,1635041,1635042,1,5,"SFIX",1635108,-66,-58,TRUE,1,3,397,7,507.2,7
